Fecha Tiempo Corriente
2025/1/15 12:51:3 0.06
2025/1/15 12:51:3 0.07
2025/1/15 12:51:3 0.06
2025/1/15 12:51:4 0.05
2025/1/15 12:51:4 0.05
2025/1/15 12:51:4 0.06
2025/1/15 12:51:4 0.06
2025/1/15 12:51:4 0.04
2025/1/15 12:51:4 0.04
2025/1/15 12:51:4 0.04
2025/1/15 12:51:4 0.05
2025/1/15 12:51:4 0.04
2025/1/15 12:51:4 0.03
2025/1/15 12:51:4 0.04
2025/1/15 12:51:4 0.04
2025/1/15 12:51:5 0.04
2025/1/15 12:51:5 0.03
2025/1/15 12:51:5 0.04
2025/1/15 12:51:5 0.03
2025/1/15 12:51:5 0.04
2025/1/15 12:51:5 0.05
2025/1/15 12:51:5 0.05
2025/1/15 12:51:5 0.05
2025/1/15 12:51:5 0.05
2025/1/15 12:51:5 0.06
2025/1/15 12:51:5 0.05
2025/1/15 12:51:5 0.07
2025/1/15 12:51:5 0.05
2025/1/15 12:51:6 0.05
2025/1/15 12:51:6 0.05
2025/1/15 12:51:6 0.05
2025/1/15 12:51:6 0.05
2025/1/15 12:51:6 0.07
2025/1/15 12:51:6 0.04
2025/1/15 12:51:6 0.04
2025/1/15 12:51:6 0.04
2025/1/15 12:51:6 0.06
2025/1/15 12:51:6 0.06
2025/1/15 12:51:6 0.04
2025/1/15 12:51:6 0.04
2025/1/15 12:51:7 0.04
2025/1/15 12:51:7 0.05
2025/1/15 12:51:7 0.04
2025/1/15 12:51:7 0.04
2025/1/15 12:51:7 0.04
2025/1/15 12:51:7 0.04
2025/1/15 12:51:7 0.05
2025/1/15 12:51:7 0.05
2025/1/15 12:51:7 0.05
2025/1/15 12:51:7 0.05
2025/1/15 12:51:7 0.05
2025/1/15 12:51:7 0.05
2025/1/15 12:51:7 0.05
2025/1/15 12:51:8 0.05
2025/1/15 12:51:8 0.05
2025/1/15 12:51:8 0.05
2025/1/15 12:51:8 0.06
2025/1/15 12:51:8 0.05
2025/1/15 12:51:8 0.06
2025/1/15 12:51:8 0.04
2025/1/15 12:51:8 0.04
2025/1/15 12:51:8 0.03
2025/1/15 12:51:8 0.04
2025/1/15 12:51:8 0.04
2025/1/15 12:51:8 0.03
2025/1/15 12:51:9 0.06
2025/1/15 12:51:9 0.09
2025/1/15 12:51:9 0.04
2025/1/15 12:51:9 0.04
2025/1/15 12:51:9 0.04
2025/1/15 12:51:9 0.04
2025/1/15 12:51:9 0.03
2025/1/15 12:51:9 0.08
2025/1/15 12:51:9 0.06
2025/1/15 12:51:9 0.05
2025/1/15 12:51:9 0.05
2025/1/15 12:51:9 0.05
2025/1/15 12:51:10 0.05
2025/1/15 12:51:10 0.05
2025/1/15 12:51:10 0.05
2025/1/15 12:51:10 0.05
2025/1/15 12:51:10 0.05
2025/1/15 12:51:10 0.05
2025/1/15 12:51:10 0.09
2025/1/15 12:51:10 0.05
2025/1/15 12:51:10 0.05
2025/1/15 12:51:10 0.04
2025/1/15 12:51:10 0.04
2025/1/15 12:51:10 0.04
2025/1/15 12:51:10 0.04
2025/1/15 12:51:11 0.03
2025/1/15 12:51:11 0.04
2025/1/15 12:51:11 0.04
2025/1/15 12:51:11 0.04
2025/1/15 12:51:11 0.03
2025/1/15 12:51:11 0.05
2025/1/15 12:51:11 0.05
2025/1/15 12:51:11 0.04
2025/1/15 12:51:11 0.06
2025/1/15 12:51:11 0.06
2025/1/15 12:51:11 0.06
2025/1/15 12:51:11 0.05
2025/1/15 12:51:12 0.05
2025/1/15 12:51:12 0.06
2025/1/15 12:51:12 0.05
2025/1/15 12:51:12 0.05
2025/1/15 12:51:12 0.06
2025/1/15 12:51:12 0.05
2025/1/15 12:51:12 0.05
2025/1/15 12:51:12 0.06
2025/1/15 12:51:12 0.07
2025/1/15 12:51:12 0.04
2025/1/15 12:51:12 0.05
2025/1/15 12:51:12 0.04
2025/1/15 12:51:13 0.04
2025/1/15 12:51:13 0.05
2025/1/15 12:51:13 0.04
2025/1/15 12:51:13 0.04
2025/1/15 12:51:13 0.04
2025/1/15 12:51:13 0.05
2025/1/15 12:51:13 0.04
2025/1/15 12:51:13 0.06
2025/1/15 12:51:13 0.04
2025/1/15 12:51:13 0.04
2025/1/15 12:51:13 0.05
2025/1/15 12:51:13 0.06
2025/1/15 12:51:13 0.07
2025/1/15 12:51:14 0.06
2025/1/15 12:51:14 0.10
2025/1/15 12:51:14 0.06
2025/1/15 12:51:14 0.05
2025/1/15 12:51:14 0.05
2025/1/15 12:51:14 0.05
2025/1/15 12:51:14 0.05
2025/1/15 12:51:14 0.06
2025/1/15 12:51:14 0.05
2025/1/15 12:51:14 0.06
2025/1/15 12:51:14 0.04
2025/1/15 12:51:14 0.05
2025/1/15 12:51:15 0.05
2025/1/15 12:51:15 0.07
2025/1/15 12:51:15 0.04
2025/1/15 12:51:15 0.04
2025/1/15 12:51:15 0.04
2025/1/15 12:51:15 0.04
2025/1/15 12:51:15 0.04
2025/1/15 12:51:15 0.04
2025/1/15 12:51:15 0.07
2025/1/15 12:51:15 0.05
2025/1/15 12:51:15 0.08
2025/1/15 12:51:15 0.06
2025/1/15 12:51:15 0.07
2025/1/15 12:51:16 0.07
2025/1/15 12:51:16 0.06
2025/1/15 12:51:16 0.06
2025/1/15 12:51:16 0.06
2025/1/15 12:51:16 0.06
2025/1/15 12:51:16 0.06
2025/1/15 12:51:16 0.06
2025/1/15 12:51:16 0.06
2025/1/15 12:51:16 0.06
2025/1/15 12:51:16 0.05
2025/1/15 12:51:16 0.06
2025/1/15 12:51:16 0.05
2025/1/15 12:51:16 0.04
2025/1/15 12:51:17 0.05
2025/1/15 12:51:17 0.06
2025/1/15 12:51:17 0.05
2025/1/15 12:51:17 0.04
2025/1/15 12:51:17 0.05
2025/1/15 12:51:17 0.04
2025/1/15 12:51:17 0.05
2025/1/15 12:51:17 0.06
2025/1/15 12:51:17 0.05
2025/1/15 12:51:17 0.04
2025/1/15 12:51:17 0.04
2025/1/15 12:51:17 0.06
2025/1/15 12:51:18 0.06
2025/1/15 12:51:18 0.06
2025/1/15 12:51:18 0.07
2025/1/15 12:51:18 0.06
2025/1/15 12:51:18 0.06
2025/1/15 12:51:18 0.05
2025/1/15 12:51:18 0.07
2025/1/15 12:51:18 0.05
2025/1/15 12:51:18 0.05
2025/1/15 12:51:18 0.05
2025/1/15 12:51:18 0.06
2025/1/15 12:51:18 0.06
2025/1/15 12:51:18 0.04
2025/1/15 12:51:19 0.04
2025/1/15 12:51:19 0.04
2025/1/15 12:51:19 0.04
2025/1/15 12:51:19 0.04
2025/1/15 12:51:19 0.05
2025/1/15 12:51:19 0.04
2025/1/15 12:51:19 0.04
2025/1/15 12:51:19 0.05
2025/1/15 12:51:19 0.04
2025/1/15 12:51:19 0.04
2025/1/15 12:51:19 0.07
2025/1/15 12:51:19 0.04
2025/1/15 12:51:20 0.06
2025/1/15 12:51:20 0.11
2025/1/15 12:51:20 0.07
2025/1/15 12:51:20 0.07
2025/1/15 12:51:20 0.06
2025/1/15 12:51:20 0.05
2025/1/15 12:51:20 0.05
2025/1/15 12:51:20 0.05
2025/1/15 12:51:20 0.06
2025/1/15 12:51:20 0.07
2025/1/15 12:51:20 0.05
2025/1/15 12:51:20 0.06
2025/1/15 12:51:20 0.06
2025/1/15 12:51:21 0.05
2025/1/15 12:51:21 0.04
2025/1/15 12:51:21 0.04
2025/1/15 12:51:21 0.04
2025/1/15 12:51:21 0.05
2025/1/15 12:51:21 0.04
2025/1/15 12:51:21 0.04
2025/1/15 12:51:21 0.04
2025/1/15 12:51:21 0.05
2025/1/15 12:51:21 0.03
2025/1/15 12:51:21 0.05
2025/1/15 12:51:21 0.04
2025/1/15 12:51:22 0.05
2025/1/15 12:51:22 0.05
2025/1/15 12:51:22 0.05
2025/1/15 12:51:22 0.05
2025/1/15 12:51:22 0.05
2025/1/15 12:51:22 0.06
2025/1/15 12:51:22 0.05
2025/1/15 12:51:22 0.05
2025/1/15 12:51:22 0.06
2025/1/15 12:51:22 0.06
2025/1/15 12:51:22 0.05
2025/1/15 12:51:22 0.05
2025/1/15 12:51:22 0.05
2025/1/15 12:51:23 0.05
2025/1/15 12:51:23 0.04
2025/1/15 12:51:23 0.04
2025/1/15 12:51:23 0.04
2025/1/15 12:51:23 0.05
2025/1/15 12:51:23 0.04
2025/1/15 12:51:23 0.04
2025/1/15 12:51:23 0.04
2025/1/15 12:51:23 0.06
2025/1/15 12:51:23 0.04
2025/1/15 12:51:23 0.04
2025/1/15 12:51:23 0.04
2025/1/15 12:51:24 0.04
2025/1/15 12:51:24 0.04
2025/1/15 12:51:24 0.05
2025/1/15 12:51:24 0.05
2025/1/15 12:51:24 0.06
2025/1/15 12:51:24 0.08
2025/1/15 12:51:24 0.05
2025/1/15 12:51:24 0.06
2025/1/15 12:51:24 0.05
2025/1/15 12:51:24 0.07
2025/1/15 12:51:24 0.04
2025/1/15 12:51:24 0.07
2025/1/15 12:51:24 0.05
2025/1/15 12:51:25 0.05
2025/1/15 12:51:25 0.05
2025/1/15 12:51:25 0.05
2025/1/15 12:51:25 0.04
2025/1/15 12:51:25 0.04
2025/1/15 12:51:25 0.04
2025/1/15 12:51:25 0.04
2025/1/15 12:51:25 0.04
2025/1/15 12:51:25 0.04
2025/1/15 12:51:25 0.04
2025/1/15 12:51:25 0.04
2025/1/15 12:51:25 0.04
2025/1/15 12:51:26 0.04
2025/1/15 12:51:26 0.04
2025/1/15 12:51:26 0.04
2025/1/15 12:51:26 0.05
2025/1/15 12:51:26 0.10
2025/1/15 12:51:26 0.05
2025/1/15 12:51:26 0.05
2025/1/15 12:51:26 0.05
2025/1/15 12:51:26 0.05
2025/1/15 12:51:26 0.05
2025/1/15 12:51:26 0.05
2025/1/15 12:51:26 0.05
2025/1/15 12:51:26 0.05
2025/1/15 12:51:27 0.07
2025/1/15 12:51:27 0.06
2025/1/15 12:51:27 0.05
2025/1/15 12:51:27 0.05
2025/1/15 12:51:27 0.04
2025/1/15 12:51:27 0.07
2025/1/15 12:51:27 0.05
2025/1/15 12:51:27 0.04
2025/1/15 12:51:27 0.04
2025/1/15 12:51:27 0.04
2025/1/15 12:51:27 0.04
2025/1/15 12:51:27 0.04
2025/1/15 12:51:28 0.04
2025/1/15 12:51:28 0.04
2025/1/15 12:51:28 0.04
2025/1/15 12:51:28 0.04
2025/1/15 12:51:28 0.06
2025/1/15 12:51:28 0.05
2025/1/15 12:51:28 0.05
2025/1/15 12:51:28 0.06
2025/1/15 12:51:28 0.07
2025/1/15 12:51:28 0.06
2025/1/15 12:51:28 0.05
2025/1/15 12:51:28 0.05
2025/1/15 12:51:28 0.05
2025/1/15 12:51:29 0.05
2025/1/15 12:51:29 0.05
2025/1/15 12:51:29 0.05
2025/1/15 12:51:29 0.05
2025/1/15 12:51:29 0.04
2025/1/15 12:51:29 0.04
2025/1/15 12:51:29 0.04
2025/1/15 12:51:29 0.05
2025/1/15 12:51:29 0.05
2025/1/15 12:51:29 0.04
2025/1/15 12:51:29 0.05
2025/1/15 12:51:29 0.04
2025/1/15 12:51:30 0.04
2025/1/15 12:51:30 0.04
2025/1/15 12:51:30 0.04
2025/1/15 12:51:30 0.05
2025/1/15 12:51:30 0.04
2025/1/15 12:51:30 0.05
2025/1/15 12:51:30 0.05
2025/1/15 12:51:30 0.05
2025/1/15 12:51:30 0.05
2025/1/15 12:51:30 0.05
2025/1/15 12:51:30 0.05
2025/1/15 12:51:30 0.07
2025/1/15 12:51:30 0.06
2025/1/15 12:51:31 0.05
2025/1/15 12:51:31 0.05
2025/1/15 12:51:31 0.06
2025/1/15 12:51:31 0.05
2025/1/15 12:51:31 0.05
2025/1/15 12:51:31 0.06
2025/1/15 12:51:31 0.05
2025/1/15 12:51:31 0.04
2025/1/15 12:51:31 0.04
2025/1/15 12:51:31 0.04
2025/1/15 12:51:31 0.04
2025/1/15 12:51:31 0.04
2025/1/15 12:51:31 0.05
2025/1/15 12:51:32 0.04
2025/1/15 12:51:32 0.04
2025/1/15 12:51:32 0.04
2025/1/15 12:51:32 0.04
2025/1/15 12:51:32 0.07
2025/1/15 12:51:32 0.05
2025/1/15 12:51:32 0.06
2025/1/15 12:51:32 0.05
2025/1/15 12:51:32 0.06
2025/1/15 12:51:32 0.10
2025/1/15 12:51:32 0.05
2025/1/15 12:51:32 0.06
2025/1/15 12:51:33 0.05
2025/1/15 12:51:33 0.05
2025/1/15 12:51:33 0.05
2025/1/15 12:51:33 0.06
2025/1/15 12:51:33 0.05
2025/1/15 12:51:33 0.06
2025/1/15 12:51:33 0.05
2025/1/15 12:51:33 0.05
2025/1/15 12:51:33 0.05
2025/1/15 12:51:33 0.04
2025/1/15 12:51:33 0.05
2025/1/15 12:51:33 0.05
2025/1/15 12:51:33 0.05
2025/1/15 12:51:34 0.04
2025/1/15 12:51:34 0.05
2025/1/15 12:51:34 0.04
2025/1/15 12:51:34 0.04
2025/1/15 12:51:34 0.06
2025/1/15 12:51:34 0.05
2025/1/15 12:51:34 0.05
2025/1/15 12:51:34 0.05
2025/1/15 12:51:34 0.05
2025/1/15 12:51:34 0.05
2025/1/15 12:51:34 0.06
2025/1/15 12:51:34 0.06
2025/1/15 12:51:35 0.05
2025/1/15 12:51:35 0.06
2025/1/15 12:51:35 0.06
2025/1/15 12:51:35 0.05
2025/1/15 12:51:35 0.05
2025/1/15 12:51:35 0.06
2025/1/15 12:51:35 0.05
2025/1/15 12:51:35 0.04
2025/1/15 12:51:35 0.04
2025/1/15 12:51:35 0.05
2025/1/15 12:51:35 0.04
2025/1/15 12:51:35 0.05
2025/1/15 12:51:35 0.04
2025/1/15 12:51:36 0.05
2025/1/15 12:51:36 0.05
2025/1/15 12:51:36 0.05
2025/1/15 12:51:36 0.05
2025/1/15 12:51:36 0.04
2025/1/15 12:51:36 0.05
2025/1/15 12:51:36 0.04
2025/1/15 12:51:36 0.07
2025/1/15 12:51:36 0.06
2025/1/15 12:51:36 0.05
2025/1/15 12:51:36 0.05
2025/1/15 12:51:36 0.05
2025/1/15 12:51:37 0.06
2025/1/15 12:51:37 0.06
2025/1/15 12:51:37 0.06
2025/1/15 12:51:37 0.06
2025/1/15 12:51:37 0.08
2025/1/15 12:51:37 0.05
2025/1/15 12:51:37 0.06
2025/1/15 12:51:37 0.06
2025/1/15 12:51:37 0.06
2025/1/15 12:51:37 0.04
2025/1/15 12:51:37 0.05
2025/1/15 12:51:37 0.04
2025/1/15 12:51:37 0.07
2025/1/15 12:51:38 0.05
2025/1/15 12:51:38 0.05
2025/1/15 12:51:38 0.05
2025/1/15 12:51:38 0.05
2025/1/15 12:51:38 0.05
2025/1/15 12:51:38 0.04
2025/1/15 12:51:38 0.05
2025/1/15 12:51:38 0.05
2025/1/15 12:51:38 0.06
2025/1/15 12:51:38 0.05
2025/1/15 12:51:38 0.06
2025/1/15 12:51:38 0.06
2025/1/15 12:51:39 0.08
2025/1/15 12:51:39 0.05
2025/1/15 12:51:39 0.06
2025/1/15 12:51:39 0.05
2025/1/15 12:51:39 0.06
2025/1/15 12:51:39 0.06
2025/1/15 12:51:39 0.06
2025/1/15 12:51:39 0.06
2025/1/15 12:51:39 0.07
2025/1/15 12:51:39 0.05
2025/1/15 12:51:39 0.05
2025/1/15 12:51:39 0.04
2025/1/15 12:51:39 0.04
2025/1/15 12:51:40 0.05
2025/1/15 12:51:40 0.04
2025/1/15 12:51:40 0.04
2025/1/15 12:51:40 0.04
2025/1/15 12:51:40 0.05
2025/1/15 12:51:40 0.04
2025/1/15 12:51:40 0.04
2025/1/15 12:51:40 0.04
2025/1/15 12:51:40 0.05
2025/1/15 12:51:40 0.06
2025/1/15 12:51:40 0.05
2025/1/15 12:51:40 0.05
2025/1/15 12:51:41 0.06
2025/1/15 12:51:41 0.06
2025/1/15 12:51:41 0.05
2025/1/15 12:51:41 0.06
2025/1/15 12:51:41 0.06
2025/1/15 12:51:41 0.06
2025/1/15 12:51:41 0.05
2025/1/15 12:51:41 0.06
2025/1/15 12:51:41 0.06
2025/1/15 12:51:41 0.05
2025/1/15 12:51:41 0.04
2025/1/15 12:51:41 0.04
2025/1/15 12:51:41 0.04
2025/1/15 12:51:42 0.04
2025/1/15 12:51:42 0.05
2025/1/15 12:51:42 0.05
2025/1/15 12:51:42 0.04
2025/1/15 12:51:42 0.04
2025/1/15 12:51:42 0.06
2025/1/15 12:51:42 0.04
2025/1/15 12:51:42 0.04
2025/1/15 12:51:42 0.04
2025/1/15 12:51:42 0.04
2025/1/15 12:51:42 0.05
2025/1/15 12:51:42 0.05
2025/1/15 12:51:43 0.06
2025/1/15 12:51:43 0.07
2025/1/15 12:51:43 0.06
2025/1/15 12:51:43 0.07
2025/1/15 12:51:43 0.06
2025/1/15 12:51:43 0.06
2025/1/15 12:51:43 0.07
2025/1/15 12:51:43 0.06
2025/1/15 12:51:43 0.06
2025/1/15 12:51:43 0.06
2025/1/15 12:51:43 0.07
2025/1/15 12:51:43 0.07
2025/1/15 12:51:43 0.04
2025/1/15 12:51:44 0.07
2025/1/15 12:51:44 0.05
2025/1/15 12:51:44 0.04
2025/1/15 12:51:44 0.04
2025/1/15 12:51:44 0.05
2025/1/15 12:51:44 0.05
2025/1/15 12:51:44 0.04
2025/1/15 12:51:44 0.05
2025/1/15 12:51:44 0.05
2025/1/15 12:51:44 0.04
2025/1/15 12:51:44 0.04
2025/1/15 12:51:44 0.06
2025/1/15 12:51:45 0.06
2025/1/15 12:51:45 0.06
2025/1/15 12:51:45 0.06
2025/1/15 12:51:45 0.08
2025/1/15 12:51:45 0.05
2025/1/15 12:51:45 0.08
2025/1/15 12:51:45 0.06
2025/1/15 12:51:45 0.06
2025/1/15 12:51:45 0.06
2025/1/15 12:51:45 0.07
2025/1/15 12:51:45 0.06
2025/1/15 12:51:45 0.06
2025/1/15 12:51:45 0.04
2025/1/15 12:51:46 0.04
2025/1/15 12:51:46 0.04
2025/1/15 12:51:46 0.04
2025/1/15 12:51:46 0.05
2025/1/15 12:51:46 0.04
2025/1/15 12:51:46 0.09
2025/1/15 12:51:46 0.04
2025/1/15 12:51:46 0.05
2025/1/15 12:51:46 0.04
2025/1/15 12:51:46 0.04
2025/1/15 12:51:46 0.05
2025/1/15 12:51:46 0.04
2025/1/15 12:51:46 0.06
2025/1/15 12:51:47 0.06
2025/1/15 12:51:47 0.06
2025/1/15 12:51:47 0.06
2025/1/15 12:51:47 0.06
2025/1/15 12:51:47 0.06
2025/1/15 12:51:47 0.06
2025/1/15 12:51:47 0.06
2025/1/15 12:51:47 0.09
2025/1/15 12:51:47 0.05
2025/1/15 12:51:47 0.05
2025/1/15 12:51:47 0.06
2025/1/15 12:51:47 0.05
2025/1/15 12:51:48 0.07
2025/1/15 12:51:48 0.05
2025/1/15 12:51:48 0.05
2025/1/15 12:51:48 0.04
2025/1/15 12:51:48 0.04
2025/1/15 12:51:48 0.05
2025/1/15 12:51:48 0.04
2025/1/15 12:51:48 0.05
2025/1/15 12:51:48 0.06
2025/1/15 12:51:48 0.05
2025/1/15 12:51:48 0.04
2025/1/15 12:51:48 0.04
2025/1/15 12:51:48 0.04
2025/1/15 12:51:49 0.06
2025/1/15 12:51:49 0.05
2025/1/15 12:51:49 0.06
2025/1/15 12:51:49 0.05
2025/1/15 12:51:49 0.05
2025/1/15 12:51:49 0.05
2025/1/15 12:51:49 0.05
2025/1/15 12:51:49 0.05
2025/1/15 12:51:49 0.05
2025/1/15 12:51:49 0.06
2025/1/15 12:51:49 0.06
2025/1/15 12:51:49 0.08
2025/1/15 12:51:50 0.05
2025/1/15 12:51:50 0.05
2025/1/15 12:51:50 0.05
2025/1/15 12:51:50 0.04
2025/1/15 12:51:50 0.04
2025/1/15 12:51:50 0.05
2025/1/15 12:51:50 0.03
2025/1/15 12:51:50 0.05
2025/1/15 12:51:50 0.04
2025/1/15 12:51:50 0.04
2025/1/15 12:51:50 0.04
2025/1/15 12:51:50 0.04
2025/1/15 12:51:50 0.05
2025/1/15 12:51:51 0.04
2025/1/15 12:51:51 0.05
2025/1/15 12:51:51 0.05
2025/1/15 12:51:51 0.05
2025/1/15 12:51:51 0.06
2025/1/15 12:51:51 0.05
2025/1/15 12:51:51 0.06
2025/1/15 12:51:51 0.05
2025/1/15 12:51:51 0.06
2025/1/15 12:51:51 0.05
2025/1/15 12:51:51 0.06
2025/1/15 12:51:51 0.05
2025/1/15 12:51:52 0.05
2025/1/15 12:51:52 0.05
2025/1/15 12:51:52 0.04
2025/1/15 12:51:52 0.04
2025/1/15 12:51:52 0.04
2025/1/15 12:51:52 0.05
2025/1/15 12:51:52 0.04
2025/1/15 12:51:52 0.03
2025/1/15 12:51:52 0.04
2025/1/15 12:51:52 0.05
2025/1/15 12:51:52 0.04
2025/1/15 12:51:52 0.04
2025/1/15 12:51:52 0.04
2025/1/15 12:51:53 0.03
2025/1/15 12:51:53 0.04
2025/1/15 12:51:53 0.06
2025/1/15 12:51:53 0.05
2025/1/15 12:51:53 0.04
2025/1/15 12:51:53 0.05
2025/1/15 12:51:53 0.05
2025/1/15 12:51:53 0.06
2025/1/15 12:51:53 0.05
2025/1/15 12:51:53 0.06
2025/1/15 12:51:53 0.06
2025/1/15 12:51:53 0.05
2025/1/15 12:51:54 0.05
2025/1/15 12:51:54 0.06
2025/1/15 12:51:54 0.05
2025/1/15 12:51:54 0.05
2025/1/15 12:51:54 0.06
2025/1/15 12:51:54 0.08
2025/1/15 12:51:54 0.04
2025/1/15 12:51:54 0.04
2025/1/15 12:51:54 0.07
2025/1/15 12:51:54 0.04
2025/1/15 12:51:54 0.06
2025/1/15 12:51:54 0.06
2025/1/15 12:51:54 0.05
2025/1/15 12:51:55 0.05
2025/1/15 12:51:55 0.05
2025/1/15 12:51:55 0.05
2025/1/15 12:51:55 0.06
2025/1/15 12:51:55 0.05
2025/1/15 12:51:55 0.08
2025/1/15 12:51:55 0.05
2025/1/15 12:51:55 0.07
2025/1/15 12:51:55 0.05
2025/1/15 12:51:55 0.07
2025/1/15 12:51:55 0.05
2025/1/15 12:51:55 0.05
2025/1/15 12:51:56 0.05
2025/1/15 12:51:56 0.05
2025/1/15 12:51:56 0.05
2025/1/15 12:51:56 0.05
2025/1/15 12:51:56 0.04
2025/1/15 12:51:56 0.04
2025/1/15 12:51:56 0.03
2025/1/15 12:51:56 0.03
2025/1/15 12:51:56 0.03
2025/1/15 12:51:56 0.04
2025/1/15 12:51:56 0.04
2025/1/15 12:51:56 0.03
2025/1/15 12:51:56 0.04
2025/1/15 12:51:57 0.04
2025/1/15 12:51:57 0.04
2025/1/15 12:51:57 0.04
2025/1/15 12:51:57 0.04
2025/1/15 12:51:57 0.05
2025/1/15 12:51:57 0.05
2025/1/15 12:51:57 0.05
2025/1/15 12:51:57 0.07
2025/1/15 12:51:57 0.06
2025/1/15 12:51:57 0.07
2025/1/15 12:51:57 0.06
2025/1/15 12:51:57 0.06
2025/1/15 12:51:58 0.07
2025/1/15 12:51:58 0.05
2025/1/15 12:51:58 0.06
2025/1/15 12:51:58 0.06
2025/1/15 12:51:58 0.06
2025/1/15 12:51:58 0.05
2025/1/15 12:51:58 0.08
2025/1/15 12:51:58 0.04
2025/1/15 12:51:58 0.05
2025/1/15 12:51:58 0.05
2025/1/15 12:51:58 0.05
2025/1/15 12:51:58 0.05
2025/1/15 12:51:58 0.04
2025/1/15 12:51:59 0.05
2025/1/15 12:51:59 0.04
2025/1/15 12:51:59 0.05
2025/1/15 12:51:59 0.05
2025/1/15 12:51:59 0.05
2025/1/15 12:51:59 0.06
2025/1/15 12:51:59 0.06
2025/1/15 12:51:59 0.06
2025/1/15 12:51:59 0.06
2025/1/15 12:51:59 0.06
2025/1/15 12:51:59 0.09
2025/1/15 12:51:59 0.06
2025/1/15 12:52:0 0.06
2025/1/15 12:52:0 0.06
2025/1/15 12:52:0 0.06
2025/1/15 12:52:0 0.06
2025/1/15 12:52:0 0.06
2025/1/15 12:52:0 0.06
2025/1/15 12:52:0 0.05
2025/1/15 12:52:0 0.05
2025/1/15 12:52:0 0.05
2025/1/15 12:52:0 0.05
2025/1/15 12:52:0 0.05
2025/1/15 12:52:0 0.05
2025/1/15 12:52:0 0.05
2025/1/15 12:52:1 0.04
2025/1/15 12:52:1 0.07
2025/1/15 12:52:1 0.05
2025/1/15 12:52:1 0.06
2025/1/15 12:52:1 0.05
2025/1/15 12:52:1 0.05
2025/1/15 12:52:1 0.07
2025/1/15 12:52:1 0.06
2025/1/15 12:52:1 0.06
2025/1/15 12:52:1 0.06
2025/1/15 12:52:1 0.06
2025/1/15 12:52:1 0.05
2025/1/15 12:52:1 0.05
2025/1/15 12:52:2 0.06
2025/1/15 12:52:2 0.06
2025/1/15 12:52:2 0.06
2025/1/15 12:52:2 0.06
2025/1/15 12:52:2 0.06
2025/1/15 12:52:2 0.07
2025/1/15 12:52:2 0.06
2025/1/15 12:52:2 0.04
2025/1/15 12:52:2 0.05
2025/1/15 12:52:2 0.04
2025/1/15 12:52:2 0.05
2025/1/15 12:52:2 0.04
2025/1/15 12:52:3 0.06
2025/1/15 12:52:3 0.06
2025/1/15 12:52:3 0.05
2025/1/15 12:52:3 0.05
2025/1/15 12:52:3 0.04
2025/1/15 12:52:3 0.04
2025/1/15 12:52:3 0.06
2025/1/15 12:52:3 0.06
2025/1/15 12:52:3 0.05
2025/1/15 12:52:3 0.06
2025/1/15 12:52:3 0.05
2025/1/15 12:52:3 0.06
2025/1/15 12:52:4 0.06
2025/1/15 12:52:4 0.06
2025/1/15 12:52:4 0.06
2025/1/15 12:52:4 0.05
2025/1/15 12:52:4 0.05
2025/1/15 12:52:4 0.05
2025/1/15 12:52:4 0.06
2025/1/15 12:52:4 0.05
2025/1/15 12:52:4 0.04
2025/1/15 12:52:4 0.05
2025/1/15 12:52:4 0.04
2025/1/15 12:52:4 0.04
2025/1/15 12:52:5 0.04
2025/1/15 12:52:5 0.04
2025/1/15 12:52:5 0.05
2025/1/15 12:52:5 0.03
2025/1/15 12:52:5 0.03
2025/1/15 12:52:5 0.04
2025/1/15 12:52:5 0.04
2025/1/15 12:52:5 0.03
2025/1/15 12:52:5 0.06
2025/1/15 12:52:5 0.05
2025/1/15 12:52:5 0.05
2025/1/15 12:52:5 0.06
2025/1/15 12:52:5 0.05
2025/1/15 12:52:6 0.05
2025/1/15 12:52:6 0.04
2025/1/15 12:52:6 0.04
2025/1/15 12:52:6 0.05
2025/1/15 12:52:6 0.05
2025/1/15 12:52:6 0.05
2025/1/15 12:52:6 0.05
2025/1/15 12:52:6 0.06
2025/1/15 12:52:6 0.06
2025/1/15 12:52:6 0.04
2025/1/15 12:52:6 0.04
2025/1/15 12:52:6 0.04
2025/1/15 12:52:7 0.04
2025/1/15 12:52:7 0.03
2025/1/15 12:52:7 0.04
2025/1/15 12:52:7 0.04
2025/1/15 12:52:7 0.04
2025/1/15 12:52:7 0.06
2025/1/15 12:52:7 0.04
2025/1/15 12:52:7 0.07
2025/1/15 12:52:7 0.04
2025/1/15 12:52:7 0.04
2025/1/15 12:52:7 0.05
2025/1/15 12:52:7 0.06
2025/1/15 12:52:7 0.05
2025/1/15 12:52:8 0.05
2025/1/15 12:52:8 0.05
2025/1/15 12:52:8 0.05
2025/1/15 12:52:8 0.05
2025/1/15 12:52:8 0.06
2025/1/15 12:52:8 0.06
2025/1/15 12:52:8 0.05
2025/1/15 12:52:8 0.06
2025/1/15 12:52:8 0.05
2025/1/15 12:52:8 0.05
2025/1/15 12:52:8 0.04
2025/1/15 12:52:8 0.04
2025/1/15 12:52:9 0.06
2025/1/15 12:52:9 0.04
2025/1/15 12:52:9 0.06
2025/1/15 12:52:9 0.06
2025/1/15 12:52:9 0.05
2025/1/15 12:52:9 0.04
2025/1/15 12:52:9 0.05
