Fecha Corriente(A) Rapidez(M/Min)
2025/1/22 10:31:11 0.17
2025/1/22 10:31:11 0.17
2025/1/22 10:31:11 0.18
2025/1/22 10:31:11 0.18
2025/1/22 10:31:11 0.12
2025/1/22 10:31:11 0.14
2025/1/22 10:31:11 0.17
2025/1/22 10:31:11 0.18
2025/1/22 10:31:12 0.16
2025/1/22 10:31:12 0.17
2025/1/22 10:31:12 0.17
2025/1/22 10:31:12 0.19
2025/1/22 10:31:12 0.15
2025/1/22 10:31:12 0.18
2025/1/22 10:31:12 0.17
2025/1/22 10:31:12 0.15
2025/1/22 10:31:12 0.19
2025/1/22 10:31:12 0.17
2025/1/22 10:31:12 0.20
2025/1/22 10:31:12 0.15
2025/1/22 10:31:12 0.16
2025/1/22 10:31:13 0.18
2025/1/22 10:31:13 0.16
2025/1/22 10:31:13 0.17
2025/1/22 10:31:13 0.17
2025/1/22 10:31:13 0.17
2025/1/22 10:31:13 0.18
2025/1/22 10:31:13 0.14
2025/1/22 10:31:13 0.19
2025/1/22 10:31:13 0.16
2025/1/22 10:31:13 0.17
2025/1/22 10:31:13 0.18
2025/1/22 10:31:13 0.15
2025/1/22 10:31:13 0.14
2025/1/22 10:31:14 0.16
2025/1/22 10:31:14 0.16
2025/1/22 10:31:14 0.15
2025/1/22 10:31:14 0.17
2025/1/22 10:31:14 0.17
2025/1/22 10:31:14 0.16
2025/1/22 10:31:14 0.18
2025/1/22 10:31:14 0.15
2025/1/22 10:31:14 0.16
2025/1/22 10:31:14 0.12
2025/1/22 10:31:14 0.18
2025/1/22 10:31:14 0.17
2025/1/22 10:31:14 0.16
2025/1/22 10:31:15 0.15
2025/1/22 10:31:15 0.16
2025/1/22 10:31:15 0.18
2025/1/22 10:31:15 0.16
2025/1/22 10:31:15 0.19
2025/1/22 10:31:15 0.17
2025/1/22 10:31:15 0.15
2025/1/22 10:31:15 0.16
2025/1/22 10:31:15 0.16
2025/1/22 10:31:15 0.17
2025/1/22 10:31:15 0.14
2025/1/22 10:31:15 0.16
2025/1/22 10:31:15 0.16
2025/1/22 10:31:16 0.16
2025/1/22 10:31:16 0.18
2025/1/22 10:31:16 0.17
2025/1/22 10:31:16 0.18
2025/1/22 10:31:16 0.16
2025/1/22 10:31:16 0.17
2025/1/22 10:31:16 0.19
2025/1/22 10:31:16 0.17
2025/1/22 10:31:16 0.15
2025/1/22 10:31:16 0.17
2025/1/22 10:31:16 0.20
2025/1/22 10:31:16 0.18
2025/1/22 10:31:16 0.15
2025/1/22 10:31:16 0.16
2025/1/22 10:31:17 0.19
2025/1/22 10:31:17 0.16
2025/1/22 10:31:17 0.17
2025/1/22 10:31:17 0.18
2025/1/22 10:31:17 0.18
2025/1/22 10:31:17 0.18
2025/1/22 10:31:17 0.17
2025/1/22 10:31:17 0.15
2025/1/22 10:31:17 0.19
2025/1/22 10:31:17 0.22
2025/1/22 10:31:17 0.18
2025/1/22 10:31:17 0.16
2025/1/22 10:31:17 0.16
2025/1/22 10:31:18 0.17
2025/1/22 10:31:18 0.17
2025/1/22 10:31:18 0.19
2025/1/22 10:31:18 0.20
2025/1/22 10:31:18 0.18
2025/1/22 10:31:18 0.20
2025/1/22 10:31:18 0.18
2025/1/22 10:31:18 0.20
2025/1/22 10:31:18 0.15
2025/1/22 10:31:18 0.16
2025/1/22 10:31:18 0.20
2025/1/22 10:31:18 0.16
2025/1/22 10:31:18 0.17
2025/1/22 10:31:19 0.21
2025/1/22 10:31:19 0.17
2025/1/22 10:31:19 0.17
2025/1/22 10:31:19 0.17
2025/1/22 10:31:19 0.16
2025/1/22 10:31:19 0.18
2025/1/22 10:31:19 0.19
2025/1/22 10:31:19 0.16
2025/1/22 10:31:19 0.18
2025/1/22 10:31:19 0.16
2025/1/22 10:31:19 0.15
2025/1/22 10:31:19 0.17
2025/1/22 10:31:19 0.16
2025/1/22 10:31:20 0.18
2025/1/22 10:31:20 0.15
2025/1/22 10:31:20 0.19
2025/1/22 10:31:20 0.14
2025/1/22 10:31:20 0.20
2025/1/22 10:31:20 0.17
2025/1/22 10:31:20 0.15
2025/1/22 10:31:20 0.17
2025/1/22 10:31:20 0.18
2025/1/22 10:31:20 0.18
2025/1/22 10:31:20 0.16
2025/1/22 10:31:20 0.17
2025/1/22 10:31:20 0.14
2025/1/22 10:31:20 0.16
2025/1/22 10:31:21 0.19
2025/1/22 10:31:21 0.16
2025/1/22 10:31:21 0.18
2025/1/22 10:31:21 0.16
2025/1/22 10:31:21 0.16
2025/1/22 10:31:21 0.17
2025/1/22 10:31:21 0.16
2025/1/22 10:31:21 0.18
2025/1/22 10:31:21 0.21
2025/1/22 10:31:21 0.16
2025/1/22 10:31:21 0.18
2025/1/22 10:31:21 0.16
2025/1/22 10:31:21 0.17
2025/1/22 10:31:22 0.17
2025/1/22 10:31:22 0.18
2025/1/22 10:31:22 0.17
2025/1/22 10:31:22 0.15
2025/1/22 10:31:22 0.16
2025/1/22 10:31:22 0.15
2025/1/22 10:31:22 0.20
2025/1/22 10:31:22 0.16
2025/1/22 10:31:22 0.19
2025/1/22 10:31:22 0.16
2025/1/22 10:31:22 0.15
2025/1/22 10:31:22 0.18
2025/1/22 10:31:22 0.18
2025/1/22 10:31:23 0.17
2025/1/22 10:31:23 0.16
2025/1/22 10:31:23 0.17
2025/1/22 10:31:23 0.15
2025/1/22 10:31:23 0.17
2025/1/22 10:31:23 0.16
2025/1/22 10:31:23 0.17
2025/1/22 10:31:23 0.19
2025/1/22 10:31:23 0.18
2025/1/22 10:31:23 0.17
2025/1/22 10:31:23 0.21
2025/1/22 10:31:23 0.17
2025/1/22 10:31:23 0.16
2025/1/22 10:31:24 0.15
2025/1/22 10:31:24 0.19
2025/1/22 10:31:24 0.17
2025/1/22 10:31:24 0.18
2025/1/22 10:31:24 0.14
2025/1/22 10:31:24 0.19
2025/1/22 10:31:24 0.18
2025/1/22 10:31:24 0.18
2025/1/22 10:31:24 0.18
2025/1/22 10:31:24 0.20
2025/1/22 10:31:24 0.19
2025/1/22 10:31:24 0.19
2025/1/22 10:31:24 0.15
2025/1/22 10:31:25 0.19
2025/1/22 10:31:25 0.18
2025/1/22 10:31:25 0.17
2025/1/22 10:31:25 0.18
2025/1/22 10:31:25 0.17
2025/1/22 10:31:25 0.19
2025/1/22 10:31:25 0.17
2025/1/22 10:31:25 0.17
2025/1/22 10:31:25 0.16
2025/1/22 10:31:25 0.19
2025/1/22 10:31:25 0.16
2025/1/22 10:31:25 0.18
2025/1/22 10:31:25 0.18
2025/1/22 10:31:26 0.15
2025/1/22 10:31:26 0.15
2025/1/22 10:31:26 0.17
2025/1/22 10:31:26 0.21
2025/1/22 10:31:26 0.18
2025/1/22 10:31:26 0.15
2025/1/22 10:31:26 0.15
2025/1/22 10:31:26 0.13
2025/1/22 10:31:26 0.18
2025/1/22 10:31:26 0.15
2025/1/22 10:31:26 0.17
2025/1/22 10:31:26 0.20
2025/1/22 10:31:26 0.16
2025/1/22 10:31:26 0.14
2025/1/22 10:31:27 0.17
2025/1/22 10:31:27 0.17
2025/1/22 10:31:27 0.16
2025/1/22 10:31:27 0.17
2025/1/22 10:31:27 0.16
2025/1/22 10:31:27 0.19
2025/1/22 10:31:27 0.19
2025/1/22 10:31:27 0.16
2025/1/22 10:31:27 0.16
2025/1/22 10:31:27 0.14
2025/1/22 10:31:27 0.16
2025/1/22 10:31:27 0.19
2025/1/22 10:31:27 0.16
2025/1/22 10:31:28 0.22
2025/1/22 10:31:28 0.17
2025/1/22 10:31:28 0.19
2025/1/22 10:31:28 0.17
2025/1/22 10:31:28 0.18
2025/1/22 10:31:28 0.16
2025/1/22 10:31:28 0.18
2025/1/22 10:31:28 0.17
2025/1/22 10:31:28 0.18
2025/1/22 10:31:28 0.17
2025/1/22 10:31:28 0.18
2025/1/22 10:31:28 0.14
2025/1/22 10:31:28 0.18
2025/1/22 10:31:29 0.18
2025/1/22 10:31:29 0.18
2025/1/22 10:31:29 0.16
2025/1/22 10:31:29 0.20
2025/1/22 10:31:29 0.14
2025/1/22 10:31:29 0.16
2025/1/22 10:31:29 0.19
2025/1/22 10:31:29 0.17
2025/1/22 10:31:29 0.16
2025/1/22 10:31:29 0.17
2025/1/22 10:31:29 0.17
2025/1/22 10:31:29 0.19
2025/1/22 10:31:29 0.15
2025/1/22 10:31:30 0.16
2025/1/22 10:31:30 0.15
2025/1/22 10:31:30 0.21
2025/1/22 10:31:30 0.17
2025/1/22 10:31:30 0.17
2025/1/22 10:31:30 0.19
2025/1/22 10:31:30 0.16
2025/1/22 10:31:30 0.16
2025/1/22 10:31:30 0.17
2025/1/22 10:31:30 0.19
2025/1/22 10:31:30 0.16
2025/1/22 10:31:30 0.18
2025/1/22 10:31:30 0.15
2025/1/22 10:31:30 0.19
2025/1/22 10:31:31 0.18
2025/1/22 10:31:31 0.18
2025/1/22 10:31:31 0.14
2025/1/22 10:31:31 0.20
2025/1/22 10:31:31 0.19
2025/1/22 10:31:31 0.19
2025/1/22 10:31:31 0.15
2025/1/22 10:31:31 0.16
2025/1/22 10:31:31 0.16
2025/1/22 10:31:31 0.19
2025/1/22 10:31:31 0.17
2025/1/22 10:31:31 0.17
2025/1/22 10:31:31 0.16
2025/1/22 10:31:32 0.19
2025/1/22 10:31:32 0.15
2025/1/22 10:31:32 0.18
2025/1/22 10:31:32 0.19
2025/1/22 10:31:32 0.17
2025/1/22 10:31:32 0.17
2025/1/22 10:31:32 0.16
2025/1/22 10:31:32 0.16
2025/1/22 10:31:32 0.16
2025/1/22 10:31:32 0.17
2025/1/22 10:31:32 0.16
2025/1/22 10:31:32 0.18
2025/1/22 10:31:32 0.16
2025/1/22 10:31:33 0.18
2025/1/22 10:31:33 0.17
2025/1/22 10:31:33 0.19
2025/1/22 10:31:33 0.18
2025/1/22 10:31:33 0.16
2025/1/22 10:31:33 0.15
2025/1/22 10:31:33 0.19
2025/1/22 10:31:33 0.19
2025/1/22 10:31:33 0.17
2025/1/22 10:31:33 0.15
2025/1/22 10:31:33 0.20
2025/1/22 10:31:33 0.17
2025/1/22 10:31:33 0.19
2025/1/22 10:31:34 0.17
2025/1/22 10:31:34 0.17
2025/1/22 10:31:34 0.20
2025/1/22 10:31:34 0.17
2025/1/22 10:31:34 0.14
2025/1/22 10:31:34 0.21
2025/1/22 10:31:34 0.20
2025/1/22 10:31:34 0.16
2025/1/22 10:31:34 0.19
2025/1/22 10:31:34 0.17
2025/1/22 10:31:34 0.16
2025/1/22 10:31:34 0.18
2025/1/22 10:31:34 0.19
2025/1/22 10:31:34 0.18
2025/1/22 10:31:35 0.21
2025/1/22 10:31:35 0.15
2025/1/22 10:31:35 0.18
2025/1/22 10:31:35 0.18
2025/1/22 10:31:35 0.18
2025/1/22 10:31:35 0.20
2025/1/22 10:31:35 0.18
2025/1/22 10:31:35 0.17
2025/1/22 10:31:35 0.20
2025/1/22 10:31:35 0.17
2025/1/22 10:31:35 0.19
2025/1/22 10:31:35 0.17
2025/1/22 10:31:35 0.16
2025/1/22 10:31:36 0.16
2025/1/22 10:31:36 0.17
2025/1/22 10:31:36 0.17
2025/1/22 10:31:36 0.17
2025/1/22 10:31:36 0.17
2025/1/22 10:31:36 0.19
2025/1/22 10:31:36 0.19
2025/1/22 10:31:36 0.16
2025/1/22 10:31:36 0.17
2025/1/22 10:31:36 0.20
2025/1/22 10:31:36 0.19
2025/1/22 10:31:36 0.20
2025/1/22 10:31:36 0.18
2025/1/22 10:31:37 0.20
2025/1/22 10:31:37 0.21
2025/1/22 10:31:37 0.17
2025/1/22 10:31:37 0.18
2025/1/22 10:31:37 0.17
2025/1/22 10:31:37 0.18
2025/1/22 10:31:37 0.22
2025/1/22 10:31:37 0.19
2025/1/22 10:31:37 0.15
2025/1/22 10:31:37 0.19
2025/1/22 10:31:37 0.21
2025/1/22 10:31:37 0.17
2025/1/22 10:31:37 0.16
2025/1/22 10:31:38 0.19
2025/1/22 10:31:38 0.19
2025/1/22 10:31:38 0.18
2025/1/22 10:31:38 0.19
2025/1/22 10:31:38 0.17
2025/1/22 10:31:38 0.20
2025/1/22 10:31:38 0.19
2025/1/22 10:31:38 0.18
2025/1/22 10:31:38 0.17
2025/1/22 10:31:38 0.17
2025/1/22 10:31:38 0.16
2025/1/22 10:31:38 0.19
2025/1/22 10:31:38 0.17
2025/1/22 10:31:39 0.21
2025/1/22 10:31:39 0.17
2025/1/22 10:31:39 0.17
2025/1/22 10:31:39 0.19
2025/1/22 10:31:39 0.22
2025/1/22 10:31:39 0.22
2025/1/22 10:31:39 0.16
2025/1/22 10:31:39 0.16
2025/1/22 10:31:39 0.17
2025/1/22 10:31:39 0.20
2025/1/22 10:31:39 0.18
2025/1/22 10:31:39 0.19
2025/1/22 10:31:39 0.19
2025/1/22 10:31:39 0.18
2025/1/22 10:31:40 0.17
2025/1/22 10:31:40 0.16
2025/1/22 10:31:40 0.17
2025/1/22 10:31:40 0.18
2025/1/22 10:31:40 0.17
2025/1/22 10:31:40 0.19
2025/1/22 10:31:40 0.16
2025/1/22 10:31:40 0.17
2025/1/22 10:31:40 0.19
2025/1/22 10:31:40 0.19
2025/1/22 10:31:40 0.21
2025/1/22 10:31:40 0.16
2025/1/22 10:31:40 0.18
2025/1/22 10:31:41 0.19
2025/1/22 10:31:41 0.19
2025/1/22 10:31:41 0.20
2025/1/22 10:31:41 0.20
2025/1/22 10:31:41 0.17
2025/1/22 10:31:41 0.20
2025/1/22 10:31:41 0.18
2025/1/22 10:31:41 0.18
2025/1/22 10:31:41 0.19
2025/1/22 10:31:41 0.19
2025/1/22 10:31:41 0.15
2025/1/22 10:31:41 0.20
2025/1/22 10:31:41 0.18
2025/1/22 10:31:42 0.17
2025/1/22 10:31:42 0.17
2025/1/22 10:31:42 0.19
2025/1/22 10:31:42 0.18
2025/1/22 10:31:42 0.20
2025/1/22 10:31:42 0.18
2025/1/22 10:31:42 0.18
2025/1/22 10:31:42 0.19
2025/1/22 10:31:42 0.18
2025/1/22 10:31:42 0.17
2025/1/22 10:31:42 0.18
2025/1/22 10:31:42 0.18
2025/1/22 10:31:42 0.18
2025/1/22 10:31:43 0.19
2025/1/22 10:31:43 0.16
2025/1/22 10:31:43 0.16
2025/1/22 10:31:43 0.20
2025/1/22 10:31:43 0.19
2025/1/22 10:31:43 0.17
2025/1/22 10:31:43 0.16
2025/1/22 10:31:43 0.20
2025/1/22 10:31:43 0.19
2025/1/22 10:31:43 0.17
2025/1/22 10:31:43 0.20
2025/1/22 10:31:43 0.20
2025/1/22 10:31:43 0.21
2025/1/22 10:31:43 0.15
2025/1/22 10:31:44 0.20
2025/1/22 10:31:44 0.22
2025/1/22 10:31:44 0.16
2025/1/22 10:31:44 0.20
2025/1/22 10:31:44 0.19
2025/1/22 10:31:44 0.18
2025/1/22 10:31:44 0.19
2025/1/22 10:31:44 0.15
2025/1/22 10:31:44 0.17
2025/1/22 10:31:44 0.17
2025/1/22 10:31:44 0.17
2025/1/22 10:31:44 0.19
2025/1/22 10:31:44 0.16
2025/1/22 10:31:45 0.17
2025/1/22 10:31:45 0.18
2025/1/22 10:31:45 0.19
2025/1/22 10:31:45 0.18
2025/1/22 10:31:45 0.17
2025/1/22 10:31:45 0.16
2025/1/22 10:31:45 0.20
2025/1/22 10:31:45 0.19
2025/1/22 10:31:45 0.20
2025/1/22 10:31:45 0.18
2025/1/22 10:31:45 0.18
2025/1/22 10:31:45 0.19
2025/1/22 10:31:45 0.18
2025/1/22 10:31:46 0.17
2025/1/22 10:31:46 0.15
2025/1/22 10:31:46 0.16
2025/1/22 10:31:46 0.20
2025/1/22 10:31:46 0.18
2025/1/22 10:31:46 0.17
2025/1/22 10:31:46 0.19
2025/1/22 10:31:46 0.20
2025/1/22 10:31:46 0.18
2025/1/22 10:31:46 0.19
2025/1/22 10:31:46 0.15
2025/1/22 10:31:46 0.19
2025/1/22 10:31:46 0.18
2025/1/22 10:31:47 0.15
2025/1/22 10:31:47 0.16
2025/1/22 10:31:47 0.20
2025/1/22 10:31:47 0.19
2025/1/22 10:31:47 0.18
2025/1/22 10:31:47 0.18
2025/1/22 10:31:47 0.21
2025/1/22 10:31:47 0.20
2025/1/22 10:31:47 0.19
2025/1/22 10:31:47 0.17
2025/1/22 10:31:47 0.18
2025/1/22 10:31:47 0.17
2025/1/22 10:31:47 0.18
2025/1/22 10:31:48 0.18
2025/1/22 10:31:48 0.17
2025/1/22 10:31:48 0.21
2025/1/22 10:31:48 0.19
2025/1/22 10:31:48 0.20
2025/1/22 10:31:48 0.21
2025/1/22 10:31:48 0.17
2025/1/22 10:31:48 0.19
2025/1/22 10:31:48 0.18
2025/1/22 10:31:48 0.19
2025/1/22 10:31:48 0.17
2025/1/22 10:31:48 0.18
2025/1/22 10:31:48 0.17
2025/1/22 10:31:48 0.16
2025/1/22 10:31:49 0.20
2025/1/22 10:31:49 0.17
2025/1/22 10:31:49 0.17
2025/1/22 10:31:49 0.19
2025/1/22 10:31:49 0.18
2025/1/22 10:31:49 0.19
2025/1/22 10:31:49 0.16
2025/1/22 10:31:49 0.18
2025/1/22 10:31:49 0.19
2025/1/22 10:31:49 0.17
2025/1/22 10:31:49 0.19
2025/1/22 10:31:49 0.16
2025/1/22 10:31:49 0.18
2025/1/22 10:31:50 0.18
2025/1/22 10:31:50 0.19
2025/1/22 10:31:50 0.18
2025/1/22 10:31:50 0.18
2025/1/22 10:31:50 0.17
2025/1/22 10:31:50 0.20
2025/1/22 10:31:50 0.20
2025/1/22 10:31:50 0.22
2025/1/22 10:31:50 0.17
2025/1/22 10:31:50 0.19
2025/1/22 10:31:50 0.17
2025/1/22 10:31:50 0.17
2025/1/22 10:31:50 0.18
2025/1/22 10:31:51 0.18
2025/1/22 10:31:51 0.18
2025/1/22 10:31:51 0.21
2025/1/22 10:31:51 0.17
2025/1/22 10:31:51 0.17
2025/1/22 10:31:51 0.20
2025/1/22 10:31:51 0.22
2025/1/22 10:31:51 0.17
2025/1/22 10:31:51 0.19
2025/1/22 10:31:51 0.20
2025/1/22 10:31:51 0.17
2025/1/22 10:31:51 0.17
2025/1/22 10:31:51 0.18
2025/1/22 10:31:52 0.20
2025/1/22 10:31:52 0.17
2025/1/22 10:31:52 0.19
2025/1/22 10:31:52 0.19
2025/1/22 10:31:52 0.18
2025/1/22 10:31:52 0.20
2025/1/22 10:31:52 0.17
2025/1/22 10:31:52 0.18
2025/1/22 10:31:52 0.20
2025/1/22 10:31:52 0.20
2025/1/22 10:31:52 0.18
2025/1/22 10:31:52 0.17
2025/1/22 10:31:52 0.19
2025/1/22 10:31:53 0.18
2025/1/22 10:31:53 0.19
2025/1/22 10:31:53 0.17
2025/1/22 10:31:53 0.19
2025/1/22 10:31:53 0.15
2025/1/22 10:31:53 0.18
2025/1/22 10:31:53 0.18
2025/1/22 10:31:53 0.20
2025/1/22 10:31:53 0.17
2025/1/22 10:31:53 0.16
2025/1/22 10:31:53 0.18
2025/1/22 10:31:53 0.20
2025/1/22 10:31:53 0.17
2025/1/22 10:31:53 0.20
2025/1/22 10:31:54 0.16
2025/1/22 10:31:54 0.19
2025/1/22 10:31:54 0.19
2025/1/22 10:31:54 0.18
2025/1/22 10:31:54 0.19
2025/1/22 10:31:54 0.20
2025/1/22 10:31:54 0.19
2025/1/22 10:31:54 0.18
2025/1/22 10:31:54 0.17
2025/1/22 10:31:54 0.18
2025/1/22 10:31:54 0.21
2025/1/22 10:31:54 0.17
2025/1/22 10:31:54 0.21
2025/1/22 10:31:55 0.19
2025/1/22 10:31:55 0.18
2025/1/22 10:31:55 0.18
2025/1/22 10:31:55 0.20
2025/1/22 10:31:55 0.18
2025/1/22 10:31:55 0.20
2025/1/22 10:31:55 0.17
2025/1/22 10:31:55 0.19
2025/1/22 10:31:55 0.20
2025/1/22 10:31:55 0.18
2025/1/22 10:31:55 0.19
2025/1/22 10:31:55 0.18
2025/1/22 10:31:55 0.18
2025/1/22 10:31:56 0.19
2025/1/22 10:31:56 0.18
2025/1/22 10:31:56 0.20
2025/1/22 10:31:56 0.17
2025/1/22 10:31:56 0.21
2025/1/22 10:31:56 0.17
2025/1/22 10:31:56 0.23
2025/1/22 10:31:56 0.16
2025/1/22 10:31:56 0.20
2025/1/22 10:31:56 0.20
2025/1/22 10:31:56 0.20
2025/1/22 10:31:56 0.20
2025/1/22 10:31:56 0.21
2025/1/22 10:31:57 0.18
2025/1/22 10:31:57 0.19
2025/1/22 10:31:57 0.19
2025/1/22 10:31:57 0.22
2025/1/22 10:31:57 0.18
2025/1/22 10:31:57 0.19
2025/1/22 10:31:57 0.18
2025/1/22 10:31:57 0.21
2025/1/22 10:31:57 0.20
2025/1/22 10:31:57 0.19
2025/1/22 10:31:57 0.18
2025/1/22 10:31:57 0.20
2025/1/22 10:31:57 0.16
2025/1/22 10:31:57 0.20
2025/1/22 10:31:58 0.19
2025/1/22 10:31:58 0.21
2025/1/22 10:31:58 0.19
2025/1/22 10:31:58 0.16
2025/1/22 10:31:58 0.18
2025/1/22 10:31:58 0.19
2025/1/22 10:31:58 0.17
2025/1/22 10:31:58 0.18
2025/1/22 10:31:58 0.19
2025/1/22 10:31:58 0.18
2025/1/22 10:31:58 0.16
2025/1/22 10:31:58 0.18
2025/1/22 10:31:58 0.18
2025/1/22 10:31:59 0.21
2025/1/22 10:31:59 0.15
2025/1/22 10:31:59 0.17
2025/1/22 10:31:59 0.18
2025/1/22 10:31:59 0.19
2025/1/22 10:31:59 0.16
2025/1/22 10:31:59 0.19
2025/1/22 10:31:59 0.19
2025/1/22 10:31:59 0.19
2025/1/22 10:31:59 0.16
2025/1/22 10:31:59 0.17
2025/1/22 10:31:59 0.17
2025/1/22 10:31:59 0.18
2025/1/22 10:32:0 0.19
2025/1/22 10:32:0 0.20
2025/1/22 10:32:0 0.19
2025/1/22 10:32:0 0.17
2025/1/22 10:32:0 0.17
2025/1/22 10:32:0 0.20
2025/1/22 10:32:0 0.19
2025/1/22 10:32:0 0.18
2025/1/22 10:32:0 0.17
2025/1/22 10:32:0 0.16
2025/1/22 10:32:0 0.18
2025/1/22 10:32:0 0.18
2025/1/22 10:32:0 0.17
2025/1/22 10:32:1 0.19
2025/1/22 10:32:1 0.18
2025/1/22 10:32:1 0.18
2025/1/22 10:32:1 0.15
2025/1/22 10:32:1 0.18
2025/1/22 10:32:1 0.17
2025/1/22 10:32:1 0.19
2025/1/22 10:32:1 0.17
2025/1/22 10:32:1 0.16
2025/1/22 10:32:1 0.17
2025/1/22 10:32:1 0.20
2025/1/22 10:32:1 0.16
2025/1/22 10:32:1 0.15
2025/1/22 10:32:1 0.17
2025/1/22 10:32:2 0.16
2025/1/22 10:32:2 0.20
2025/1/22 10:32:2 0.19
2025/1/22 10:32:2 0.18
2025/1/22 10:32:2 0.18
2025/1/22 10:32:2 0.20
2025/1/22 10:32:2 0.17
2025/1/22 10:32:2 0.20
2025/1/22 10:32:2 0.20
2025/1/22 10:32:2 0.22
2025/1/22 10:32:2 0.19
2025/1/22 10:32:2 0.19
2025/1/22 10:32:2 0.17
2025/1/22 10:32:3 0.16
2025/1/22 10:32:3 0.18
2025/1/22 10:32:3 0.21
2025/1/22 10:32:3 0.18
2025/1/22 10:32:3 0.17
2025/1/22 10:32:3 0.17
2025/1/22 10:32:3 0.16
2025/1/22 10:32:3 0.18
2025/1/22 10:32:3 0.18
2025/1/22 10:32:3 0.17
2025/1/22 10:32:3 0.20
2025/1/22 10:32:3 0.18
2025/1/22 10:32:3 0.18
2025/1/22 10:32:4 0.18
2025/1/22 10:32:4 0.17
2025/1/22 10:32:4 0.20
2025/1/22 10:32:4 0.17
2025/1/22 10:32:4 0.18
2025/1/22 10:32:4 0.20
2025/1/22 10:32:4 0.19
2025/1/22 10:32:4 0.20
2025/1/22 10:32:4 0.16
2025/1/22 10:32:4 0.19
2025/1/22 10:32:4 0.21
2025/1/22 10:32:4 0.19
2025/1/22 10:32:4 0.21
2025/1/22 10:32:5 0.18
2025/1/22 10:32:5 0.18
2025/1/22 10:32:5 0.20
2025/1/22 10:32:5 0.18
2025/1/22 10:32:5 0.19
2025/1/22 10:32:5 0.16
2025/1/22 10:32:5 0.19
2025/1/22 10:32:5 0.15
2025/1/22 10:32:5 0.16
2025/1/22 10:32:5 0.19
2025/1/22 10:32:5 0.20
2025/1/22 10:32:5 0.17
2025/1/22 10:32:5 0.20
2025/1/22 10:32:6 0.18
2025/1/22 10:32:6 0.21
2025/1/22 10:32:6 0.20
2025/1/22 10:32:6 0.18
2025/1/22 10:32:6 0.16
2025/1/22 10:32:6 0.17
2025/1/22 10:32:6 0.18
2025/1/22 10:32:6 0.19
2025/1/22 10:32:6 0.19
2025/1/22 10:32:6 0.20
2025/1/22 10:32:6 0.19
2025/1/22 10:32:6 0.19
2025/1/22 10:32:6 0.18
2025/1/22 10:32:7 0.18
2025/1/22 10:32:7 0.20
2025/1/22 10:32:7 0.20
2025/1/22 10:32:7 0.21
2025/1/22 10:32:7 0.19
2025/1/22 10:32:7 0.20
2025/1/22 10:32:7 0.19
2025/1/22 10:32:7 0.21
2025/1/22 10:32:7 0.18
2025/1/22 10:32:7 0.17
2025/1/22 10:32:7 0.17
2025/1/22 10:32:7 0.20
2025/1/22 10:32:7 0.18
2025/1/22 10:32:8 0.20
2025/1/22 10:32:8 0.17
2025/1/22 10:32:8 0.17
2025/1/22 10:32:8 0.18
2025/1/22 10:32:8 0.16
2025/1/22 10:32:8 0.18
2025/1/22 10:32:8 0.20
2025/1/22 10:32:8 0.19
2025/1/22 10:32:8 0.17
2025/1/22 10:32:8 0.18
2025/1/22 10:32:8 0.20
2025/1/22 10:32:8 0.16
2025/1/22 10:32:8 0.19
2025/1/22 10:32:9 0.16
2025/1/22 10:32:9 0.19
2025/1/22 10:32:9 0.17
2025/1/22 10:32:9 0.18
2025/1/22 10:32:9 0.16
2025/1/22 10:32:9 0.18
2025/1/22 10:32:9 0.19
2025/1/22 10:32:9 0.19
2025/1/22 10:32:9 0.18
2025/1/22 10:32:9 0.17
2025/1/22 10:32:9 0.18
2025/1/22 10:32:9 0.19
2025/1/22 10:32:9 0.18
2025/1/22 10:32:9 0.16
2025/1/22 10:32:10 0.17
2025/1/22 10:32:10 0.17
2025/1/22 10:32:10 0.19
2025/1/22 10:32:10 0.18
2025/1/22 10:32:10 0.19
2025/1/22 10:32:10 0.19
2025/1/22 10:32:10 0.17
2025/1/22 10:32:10 0.18
2025/1/22 10:32:10 0.21
2025/1/22 10:32:10 0.17
2025/1/22 10:32:10 0.18
2025/1/22 10:32:10 0.19
2025/1/22 10:32:10 0.17
2025/1/22 10:32:11 0.18
2025/1/22 10:32:11 0.18
2025/1/22 10:32:11 0.20
2025/1/22 10:32:11 0.19
2025/1/22 10:32:11 0.18
2025/1/22 10:32:11 0.20
2025/1/22 10:32:11 0.19
2025/1/22 10:32:11 0.19
2025/1/22 10:32:11 0.19
2025/1/22 10:32:11 0.17
2025/1/22 10:32:11 0.18
2025/1/22 10:32:11 0.20
2025/1/22 10:32:11 0.20
2025/1/22 10:32:12 0.18
2025/1/22 10:32:12 0.19
2025/1/22 10:32:12 0.21
2025/1/22 10:32:12 0.16
2025/1/22 10:32:12 0.19
2025/1/22 10:32:12 0.17
2025/1/22 10:32:12 0.18
2025/1/22 10:32:12 0.18
2025/1/22 10:32:12 0.22
2025/1/22 10:32:12 0.16
2025/1/22 10:32:12 0.19
2025/1/22 10:32:12 0.19
2025/1/22 10:32:12 0.17
2025/1/22 10:32:13 0.18
2025/1/22 10:32:13 0.18
2025/1/22 10:32:13 0.17
2025/1/22 10:32:13 0.18
2025/1/22 10:32:13 0.18
2025/1/22 10:32:13 0.17
2025/1/22 10:32:13 0.19
2025/1/22 10:32:13 0.19
2025/1/22 10:32:13 0.19
