Date Hora Corriente
2025/1/16 9:16:6 4.22
2025/1/16 9:16:6 4.16
2025/1/16 9:16:6 4.09
2025/1/16 9:16:6 4.21
2025/1/16 9:16:6 4.09
2025/1/16 9:16:6 4.20
2025/1/16 9:16:6 4.22
2025/1/16 9:16:6 4.09
2025/1/16 9:16:7 4.17
2025/1/16 9:16:7 4.09
2025/1/16 9:16:7 4.12
2025/1/16 9:16:7 4.11
2025/1/16 9:16:7 4.24
2025/1/16 9:16:7 4.20
2025/1/16 9:16:7 4.13
2025/1/16 9:16:7 4.24
2025/1/16 9:16:7 4.10
2025/1/16 9:16:7 4.13
2025/1/16 9:16:7 4.21
2025/1/16 9:16:7 4.10
2025/1/16 9:16:7 4.21
2025/1/16 9:16:7 4.13
2025/1/16 9:16:8 4.09
2025/1/16 9:16:8 4.22
2025/1/16 9:16:8 4.13
2025/1/16 9:16:8 4.22
2025/1/16 9:16:8 4.21
2025/1/16 9:16:8 4.10
2025/1/16 9:16:8 4.12
2025/1/16 9:16:8 4.09
2025/1/16 9:16:8 4.11
2025/1/16 9:16:8 4.12
2025/1/16 9:16:8 4.22
2025/1/16 9:16:8 4.18
2025/1/16 9:16:8 4.08
2025/1/16 9:16:9 4.26
2025/1/16 9:16:9 4.13
2025/1/16 9:16:9 4.17
2025/1/16 9:16:9 4.24
2025/1/16 9:16:9 4.12
2025/1/16 9:16:9 4.17
2025/1/16 9:16:9 4.08
2025/1/16 9:16:9 4.10
2025/1/16 9:16:9 4.16
2025/1/16 9:16:9 4.15
2025/1/16 9:16:9 4.23
2025/1/16 9:16:9 4.15
2025/1/16 9:16:9 4.10
2025/1/16 9:16:10 4.21
2025/1/16 9:16:10 4.14
2025/1/16 9:16:10 4.07
2025/1/16 9:16:10 4.21
2025/1/16 9:16:10 4.10
2025/1/16 9:16:10 4.19
2025/1/16 9:16:10 4.22
2025/1/16 9:16:10 4.08
2025/1/16 9:16:10 4.07
2025/1/16 9:16:10 4.10
2025/1/16 9:16:10 4.14
2025/1/16 9:16:10 4.09
2025/1/16 9:16:10 4.26
2025/1/16 9:16:10 4.17
2025/1/16 9:16:11 4.08
2025/1/16 9:16:11 4.26
2025/1/16 9:16:11 4.12
2025/1/16 9:16:11 4.17
2025/1/16 9:16:11 4.24
2025/1/16 9:16:11 4.12
2025/1/16 9:16:11 4.15
2025/1/16 9:16:11 4.07
2025/1/16 9:16:11 4.11
2025/1/16 9:16:11 4.15
2025/1/16 9:16:11 4.17
2025/1/16 9:16:11 4.25
2025/1/16 9:16:11 4.15
2025/1/16 9:16:11 4.19
2025/1/16 9:16:12 4.07
2025/1/16 9:16:12 4.13
2025/1/16 9:16:12 4.19
2025/1/16 9:16:12 4.09
2025/1/16 9:16:12 4.16
2025/1/16 9:16:12 4.09
2025/1/16 9:16:12 4.10
2025/1/16 9:16:12 4.16
2025/1/16 9:16:12 4.21
2025/1/16 9:16:12 4.24
2025/1/16 9:16:12 4.16
2025/1/16 9:16:12 4.22
2025/1/16 9:16:12 4.11
2025/1/16 9:16:13 4.12
2025/1/16 9:16:13 4.21
2025/1/16 9:16:13 4.09
2025/1/16 9:16:13 4.22
2025/1/16 9:16:13 4.14
2025/1/16 9:16:13 4.08
2025/1/16 9:16:13 4.22
2025/1/16 9:16:13 4.13
2025/1/16 9:16:13 4.22
2025/1/16 9:16:13 4.22
2025/1/16 9:16:13 4.11
2025/1/16 9:16:13 4.09
2025/1/16 9:16:13 4.11
2025/1/16 9:16:13 4.17
2025/1/16 9:16:14 4.08
2025/1/16 9:16:14 4.23
2025/1/16 9:16:14 4.14
2025/1/16 9:16:14 4.08
2025/1/16 9:16:14 4.23
2025/1/16 9:16:14 4.14
2025/1/16 9:16:14 4.20
2025/1/16 9:16:14 4.24
2025/1/16 9:16:14 4.14
2025/1/16 9:16:14 4.26
2025/1/16 9:16:14 4.20
2025/1/16 9:16:14 4.11
2025/1/16 9:16:14 4.23
2025/1/16 9:16:15 4.10
2025/1/16 9:16:15 4.14
2025/1/16 9:16:15 4.25
2025/1/16 9:16:15 4.10
2025/1/16 9:16:15 4.17
2025/1/16 9:16:15 4.09
2025/1/16 9:16:15 4.10
2025/1/16 9:16:15 4.17
2025/1/16 9:16:15 4.10
2025/1/16 9:16:15 4.14
2025/1/16 9:16:15 4.24
2025/1/16 9:16:15 4.12
2025/1/16 9:16:15 4.19
2025/1/16 9:16:16 4.11
2025/1/16 9:16:16 4.09
2025/1/16 9:16:16 4.19
2025/1/16 9:16:16 4.13
2025/1/16 9:16:16 4.23
2025/1/16 9:16:16 4.21
2025/1/16 9:16:16 4.12
2025/1/16 9:16:16 4.11
2025/1/16 9:16:16 4.10
2025/1/16 9:16:16 4.13
2025/1/16 9:16:16 4.11
2025/1/16 9:16:16 4.24
2025/1/16 9:16:16 4.20
2025/1/16 9:16:16 4.10
2025/1/16 9:16:17 4.24
2025/1/16 9:16:17 4.10
2025/1/16 9:16:17 4.19
2025/1/16 9:16:17 4.24
2025/1/16 9:16:17 4.15
2025/1/16 9:16:17 4.13
2025/1/16 9:16:17 4.09
2025/1/16 9:16:17 4.13
2025/1/16 9:16:17 4.12
2025/1/16 9:16:17 4.20
2025/1/16 9:16:17 4.22
2025/1/16 9:16:17 4.14
2025/1/16 9:16:17 4.19
2025/1/16 9:16:18 4.07
2025/1/16 9:16:18 4.13
2025/1/16 9:16:18 4.19
2025/1/16 9:16:18 4.06
2025/1/16 9:16:18 4.22
2025/1/16 9:16:18 4.12
2025/1/16 9:16:18 4.07
2025/1/16 9:16:18 4.22
2025/1/16 9:16:18 4.13
2025/1/16 9:16:18 4.21
2025/1/16 9:16:18 4.25
2025/1/16 9:16:18 4.14
2025/1/16 9:16:18 4.10
2025/1/16 9:16:18 4.09
2025/1/16 9:16:19 4.17
2025/1/16 9:16:19 4.09
2025/1/16 9:16:19 4.22
2025/1/16 9:16:19 4.17
2025/1/16 9:16:19 4.10
2025/1/16 9:16:19 4.22
2025/1/16 9:16:19 4.09
2025/1/16 9:16:19 4.07
2025/1/16 9:16:19 4.13
2025/1/16 9:16:19 4.12
2025/1/16 9:16:19 4.21
2025/1/16 9:16:19 4.21
2025/1/16 9:16:19 4.13
2025/1/16 9:16:20 4.20
2025/1/16 9:16:20 4.08
2025/1/16 9:16:20 4.14
2025/1/16 9:16:20 4.21
2025/1/16 9:16:20 4.07
2025/1/16 9:16:20 4.20
2025/1/16 9:16:20 4.12
2025/1/16 9:16:20 4.09
2025/1/16 9:16:20 4.16
2025/1/16 9:16:20 4.19
2025/1/16 9:16:20 4.24
2025/1/16 9:16:20 4.17
2025/1/16 9:16:20 4.20
2025/1/16 9:16:20 4.08
2025/1/16 9:16:21 4.10
2025/1/16 9:16:21 4.19
2025/1/16 9:16:21 4.08
2025/1/16 9:16:21 4.22
2025/1/16 9:16:21 4.14
2025/1/16 9:16:21 4.09
2025/1/16 9:16:21 4.22
2025/1/16 9:16:21 4.09
2025/1/16 9:16:21 4.19
2025/1/16 9:16:21 4.23
2025/1/16 9:16:21 4.08
2025/1/16 9:16:21 4.12
2025/1/16 9:16:21 4.09
2025/1/16 9:16:22 4.10
2025/1/16 9:16:22 4.20
2025/1/16 9:16:22 4.07
2025/1/16 9:16:22 4.10
2025/1/16 9:16:22 4.16
2025/1/16 9:16:22 4.25
2025/1/16 9:16:22 4.18
2025/1/16 9:16:22 4.10
2025/1/16 9:16:22 4.09
2025/1/16 9:16:22 4.12
2025/1/16 9:16:22 4.12
2025/1/16 9:16:22 4.22
2025/1/16 9:16:22 4.23
2025/1/16 9:16:22 4.14
2025/1/16 9:16:23 4.22
2025/1/16 9:16:23 4.10
2025/1/16 9:16:23 4.11
2025/1/16 9:16:23 4.19
2025/1/16 9:16:23 4.10
2025/1/16 9:16:23 4.23
2025/1/16 9:16:23 4.17
2025/1/16 9:16:23 4.08
2025/1/16 9:16:23 4.22
2025/1/16 9:16:23 4.09
2025/1/16 9:16:23 4.22
2025/1/16 9:16:23 4.21
2025/1/16 9:16:23 4.11
2025/1/16 9:16:24 4.13
2025/1/16 9:16:24 4.08
2025/1/16 9:16:24 4.09
2025/1/16 9:16:24 4.15
2025/1/16 9:16:24 4.18
2025/1/16 9:16:24 4.23
2025/1/16 9:16:24 4.17
2025/1/16 9:16:24 4.18
2025/1/16 9:16:24 4.08
2025/1/16 9:16:24 4.10
2025/1/16 9:16:24 4.17
2025/1/16 9:16:24 4.10
2025/1/16 9:16:24 4.22
2025/1/16 9:16:24 4.17
2025/1/16 9:16:25 4.11
2025/1/16 9:16:25 4.22
2025/1/16 9:16:25 4.08
2025/1/16 9:16:25 4.14
2025/1/16 9:16:25 4.21
2025/1/16 9:16:25 4.07
2025/1/16 9:16:25 4.14
2025/1/16 9:16:25 4.08
2025/1/16 9:16:25 4.09
2025/1/16 9:16:25 4.15
2025/1/16 9:16:25 4.19
2025/1/16 9:16:25 4.24
2025/1/16 9:16:25 4.16
2025/1/16 9:16:26 4.17
2025/1/16 9:16:26 4.09
2025/1/16 9:16:26 4.08
2025/1/16 9:16:26 4.15
2025/1/16 9:16:26 4.09
2025/1/16 9:16:26 4.22
2025/1/16 9:16:26 4.19
2025/1/16 9:16:26 4.11
2025/1/16 9:16:26 4.21
2025/1/16 9:16:26 4.08
2025/1/16 9:16:26 4.12
2025/1/16 9:16:26 4.20
2025/1/16 9:16:26 4.18
2025/1/16 9:16:26 4.14
2025/1/16 9:16:27 4.23
2025/1/16 9:16:27 4.13
2025/1/16 9:16:27 4.18
2025/1/16 9:16:27 4.06
2025/1/16 9:16:27 4.11
2025/1/16 9:16:27 4.18
2025/1/16 9:16:27 4.06
2025/1/16 9:16:27 4.21
2025/1/16 9:16:27 4.13
2025/1/16 9:16:27 4.06
2025/1/16 9:16:27 4.22
2025/1/16 9:16:27 4.11
2025/1/16 9:16:27 4.19
2025/1/16 9:16:28 4.23
2025/1/16 9:16:28 4.13
2025/1/16 9:16:28 4.13
2025/1/16 9:16:28 4.07
2025/1/16 9:16:28 4.12
2025/1/16 9:16:28 4.12
2025/1/16 9:16:28 4.19
2025/1/16 9:16:28 4.22
2025/1/16 9:16:28 4.13
2025/1/16 9:16:28 4.18
2025/1/16 9:16:28 4.21
2025/1/16 9:16:28 4.07
2025/1/16 9:16:28 4.09
2025/1/16 9:16:28 4.16
2025/1/16 9:16:29 4.13
2025/1/16 9:16:29 4.24
2025/1/16 9:16:29 4.16
2025/1/16 9:16:29 4.12
2025/1/16 9:16:29 4.05
2025/1/16 9:16:29 4.07
2025/1/16 9:16:29 4.13
2025/1/16 9:16:29 4.07
2025/1/16 9:16:29 4.25
2025/1/16 9:16:29 4.16
2025/1/16 9:16:29 4.08
2025/1/16 9:16:29 4.25
2025/1/16 9:16:29 4.11
2025/1/16 9:16:30 4.17
2025/1/16 9:16:30 4.25
2025/1/16 9:16:30 4.12
2025/1/16 9:16:30 4.14
2025/1/16 9:16:30 4.07
2025/1/16 9:16:30 4.12
2025/1/16 9:16:30 4.19
2025/1/16 9:16:30 4.14
2025/1/16 9:16:30 4.25
2025/1/16 9:16:30 4.19
2025/1/16 9:16:30 4.14
2025/1/16 9:16:30 4.08
2025/1/16 9:16:30 4.10
2025/1/16 9:16:30 4.14
2025/1/16 9:16:31 4.07
2025/1/16 9:16:31 4.25
2025/1/16 9:16:31 4.17
2025/1/16 9:16:31 4.09
2025/1/16 9:16:31 4.26
2025/1/16 9:16:31 4.11
2025/1/16 9:16:31 4.18
2025/1/16 9:16:31 4.25
2025/1/16 9:16:31 4.13
2025/1/16 9:16:31 4.24
2025/1/16 9:16:31 4.20
2025/1/16 9:16:31 4.11
2025/1/16 9:16:31 4.25
2025/1/16 9:16:32 4.13
2025/1/16 9:16:32 4.09
2025/1/16 9:16:32 4.13
2025/1/16 9:16:32 4.06
2025/1/16 9:16:32 4.25
2025/1/16 9:16:32 4.18
2025/1/16 9:16:32 4.07
2025/1/16 9:16:32 4.24
2025/1/16 9:16:32 4.13
2025/1/16 9:16:32 4.21
2025/1/16 9:16:32 4.21
2025/1/16 9:16:32 4.17
2025/1/16 9:16:32 4.07
2025/1/16 9:16:33 4.13
2025/1/16 9:16:33 4.22
2025/1/16 9:16:33 4.07
2025/1/16 9:16:33 4.19
2025/1/16 9:16:33 4.08
2025/1/16 9:16:33 4.08
2025/1/16 9:16:33 4.15
2025/1/16 9:16:33 4.17
2025/1/16 9:16:33 4.22
2025/1/16 9:16:33 4.16
2025/1/16 9:16:33 4.24
2025/1/16 9:16:33 4.09
2025/1/16 9:16:33 4.14
2025/1/16 9:16:33 4.24
2025/1/16 9:16:34 4.09
2025/1/16 9:16:34 4.16
2025/1/16 9:16:34 4.07
2025/1/16 9:16:34 4.09
2025/1/16 9:16:34 4.15
2025/1/16 9:16:34 4.17
2025/1/16 9:16:34 4.24
2025/1/16 9:16:34 4.14
2025/1/16 9:16:34 4.18
2025/1/16 9:16:34 4.06
2025/1/16 9:16:34 4.13
2025/1/16 9:16:34 4.20
2025/1/16 9:16:34 4.08
2025/1/16 9:16:35 4.20
2025/1/16 9:16:35 4.13
2025/1/16 9:16:35 4.06
2025/1/16 9:16:35 4.22
2025/1/16 9:16:35 4.14
2025/1/16 9:16:35 4.21
2025/1/16 9:16:35 4.13
2025/1/16 9:16:35 4.22
2025/1/16 9:16:35 4.09
2025/1/16 9:16:35 4.12
2025/1/16 9:16:35 4.23
2025/1/16 9:16:35 4.09
2025/1/16 9:16:35 4.19
2025/1/16 9:16:35 4.09
2025/1/16 9:16:36 4.08
2025/1/16 9:16:36 4.18
2025/1/16 9:16:36 4.15
2025/1/16 9:16:36 4.25
2025/1/16 9:16:36 4.18
2025/1/16 9:16:36 4.15
2025/1/16 9:16:36 4.07
2025/1/16 9:16:36 4.10
2025/1/16 9:16:36 4.17
2025/1/16 9:16:36 4.07
2025/1/16 9:16:36 4.22
2025/1/16 9:16:36 4.13
2025/1/16 9:16:36 4.05
2025/1/16 9:16:37 4.21
2025/1/16 9:16:37 4.18
2025/1/16 9:16:37 4.23
2025/1/16 9:16:37 4.16
2025/1/16 9:16:37 4.21
2025/1/16 9:16:37 4.09
2025/1/16 9:16:37 4.10
2025/1/16 9:16:37 4.21
2025/1/16 9:16:37 4.08
2025/1/16 9:16:37 4.18
2025/1/16 9:16:37 4.23
2025/1/16 9:16:37 4.20
2025/1/16 9:16:37 4.17
2025/1/16 9:16:37 4.09
2025/1/16 9:16:38 4.08
2025/1/16 9:16:38 4.17
2025/1/16 9:16:38 4.08
2025/1/16 9:16:38 4.22
2025/1/16 9:16:38 4.13
2025/1/16 9:16:38 4.07
2025/1/16 9:16:38 4.21
2025/1/16 9:16:38 4.09
2025/1/16 9:16:38 4.21
2025/1/16 9:16:38 4.15
2025/1/16 9:16:38 4.15
2025/1/16 9:16:38 4.05
2025/1/16 9:16:38 4.12
2025/1/16 9:16:39 4.18
2025/1/16 9:16:39 4.06
2025/1/16 9:16:39 4.21
2025/1/16 9:16:39 4.11
2025/1/16 9:16:39 4.05
2025/1/16 9:16:39 4.19
2025/1/16 9:16:39 4.14
2025/1/16 9:16:39 4.23
2025/1/16 9:16:39 4.19
2025/1/16 9:16:39 4.15
2025/1/16 9:16:39 4.08
2025/1/16 9:16:39 4.06
2025/1/16 9:16:39 4.16
2025/1/16 9:16:39 4.08
2025/1/16 9:16:40 4.22
2025/1/16 9:16:40 4.15
2025/1/16 9:16:40 4.07
2025/1/16 9:16:40 4.20
2025/1/16 9:16:40 4.15
2025/1/16 9:16:40 4.23
2025/1/16 9:16:40 4.15
2025/1/16 9:16:40 4.15
2025/1/16 9:16:40 4.05
2025/1/16 9:16:40 4.10
2025/1/16 9:16:40 4.17
2025/1/16 9:16:40 4.05
2025/1/16 9:16:40 4.20
2025/1/16 9:16:41 4.12
2025/1/16 9:16:41 4.05
2025/1/16 9:16:41 4.21
2025/1/16 9:16:41 4.13
2025/1/16 9:16:41 4.20
2025/1/16 9:16:41 4.19
2025/1/16 9:16:41 4.14
2025/1/16 9:16:41 4.08
2025/1/16 9:16:41 4.08
2025/1/16 9:16:41 4.16
2025/1/16 9:16:41 4.09
2025/1/16 9:16:41 4.21
2025/1/16 9:16:41 4.15
2025/1/16 9:16:41 4.19
2025/1/16 9:16:42 4.17
2025/1/16 9:16:42 4.06
2025/1/16 9:16:42 4.09
2025/1/16 9:16:42 4.15
2025/1/16 9:16:42 4.19
2025/1/16 9:16:42 4.13
2025/1/16 9:16:42 4.21
2025/1/16 9:16:42 4.09
2025/1/16 9:16:42 4.24
2025/1/16 9:16:42 4.11
2025/1/16 9:16:42 4.22
2025/1/16 9:16:42 4.09
2025/1/16 9:16:42 4.23
2025/1/16 9:16:43 4.10
2025/1/16 9:16:43 4.21
2025/1/16 9:16:43 4.07
2025/1/16 9:16:43 4.21
2025/1/16 9:16:43 4.08
2025/1/16 9:16:43 4.17
2025/1/16 9:16:43 4.05
2025/1/16 9:16:43 4.18
2025/1/16 9:16:43 4.08
2025/1/16 9:16:43 4.16
2025/1/16 9:16:43 4.06
2025/1/16 9:16:43 4.10
2025/1/16 9:16:43 4.19
2025/1/16 9:16:44 4.07
2025/1/16 9:16:44 4.17
2025/1/16 9:16:44 4.09
2025/1/16 9:16:44 4.07
2025/1/16 9:16:44 4.16
2025/1/16 9:16:44 4.19
2025/1/16 9:16:44 4.22
2025/1/16 9:16:44 4.13
2025/1/16 9:16:44 4.21
2025/1/16 9:16:44 4.08
2025/1/16 9:16:44 4.12
2025/1/16 9:16:44 4.23
2025/1/16 9:16:44 4.09
2025/1/16 9:16:44 4.15
2025/1/16 9:16:45 4.07
2025/1/16 9:16:45 4.11
2025/1/16 9:16:45 4.13
2025/1/16 9:16:45 4.10
2025/1/16 9:16:45 4.17
2025/1/16 9:16:45 4.24
2025/1/16 9:16:45 4.12
2025/1/16 9:16:45 4.13
2025/1/16 9:16:45 4.06
2025/1/16 9:16:45 4.11
2025/1/16 9:16:45 4.13
2025/1/16 9:16:45 4.21
2025/1/16 9:16:45 4.20
2025/1/16 9:16:46 4.22
2025/1/16 9:16:46 4.07
2025/1/16 9:16:46 4.19
2025/1/16 9:16:46 4.09
2025/1/16 9:16:46 4.07
2025/1/16 9:16:46 4.18
2025/1/16 9:16:46 4.16
2025/1/16 9:16:46 4.23
2025/1/16 9:16:46 4.18
2025/1/16 9:16:46 4.16
2025/1/16 9:16:46 4.08
2025/1/16 9:16:46 4.06
2025/1/16 9:16:46 4.14
2025/1/16 9:16:46 4.08
2025/1/16 9:16:47 4.16
2025/1/16 9:16:47 4.08
2025/1/16 9:16:47 4.07
2025/1/16 9:16:47 4.16
2025/1/16 9:16:47 4.11
2025/1/16 9:16:47 4.21
2025/1/16 9:16:47 4.18
2025/1/16 9:16:47 4.10
2025/1/16 9:16:47 4.06
2025/1/16 9:16:47 4.08
2025/1/16 9:16:47 4.10
2025/1/16 9:16:47 4.08
2025/1/16 9:16:47 4.21
2025/1/16 9:16:48 4.18
2025/1/16 9:16:48 4.09
2025/1/16 9:16:48 4.21
2025/1/16 9:16:48 4.06
2025/1/16 9:16:48 4.11
2025/1/16 9:16:48 4.23
2025/1/16 9:16:48 4.07
2025/1/16 9:16:48 4.17
2025/1/16 9:16:48 4.06
2025/1/16 9:16:48 4.12
2025/1/16 9:16:48 4.12
2025/1/16 9:16:48 4.18
2025/1/16 9:16:48 4.21
2025/1/16 9:16:48 4.11
2025/1/16 9:16:49 4.17
2025/1/16 9:16:49 4.05
2025/1/16 9:16:49 4.10
2025/1/16 9:16:49 4.17
2025/1/16 9:16:49 4.05
2025/1/16 9:16:49 4.21
2025/1/16 9:16:49 4.13
2025/1/16 9:16:49 4.07
2025/1/16 9:16:49 4.22
2025/1/16 9:16:49 4.12
2025/1/16 9:16:49 4.18
2025/1/16 9:16:49 4.22
2025/1/16 9:16:49 4.12
2025/1/16 9:16:50 4.11
2025/1/16 9:16:50 4.17
2025/1/16 9:16:50 4.09
2025/1/16 9:16:50 4.23
2025/1/16 9:16:50 4.11
2025/1/16 9:16:50 4.19
2025/1/16 9:16:50 4.22
2025/1/16 9:16:50 4.12
2025/1/16 9:16:50 4.10
2025/1/16 9:16:50 4.05
2025/1/16 9:16:50 4.09
2025/1/16 9:16:50 4.12
2025/1/16 9:16:50 4.17
2025/1/16 9:16:50 4.22
2025/1/16 9:16:51 4.13
2025/1/16 9:16:51 4.18
2025/1/16 9:16:51 4.06
2025/1/16 9:16:51 4.10
2025/1/16 9:16:51 4.17
2025/1/16 9:16:51 4.06
2025/1/16 9:16:51 4.22
2025/1/16 9:16:51 4.13
2025/1/16 9:16:51 4.06
2025/1/16 9:16:51 4.23
2025/1/16 9:16:51 4.13
2025/1/16 9:16:51 4.19
2025/1/16 9:16:51 4.17
2025/1/16 9:16:52 4.17
2025/1/16 9:16:52 4.06
2025/1/16 9:16:52 4.09
2025/1/16 9:16:52 4.16
2025/1/16 9:16:52 4.09
2025/1/16 9:16:52 4.21
2025/1/16 9:16:52 4.15
2025/1/16 9:16:52 4.07
2025/1/16 9:16:52 4.23
2025/1/16 9:16:52 4.09
2025/1/16 9:16:52 4.17
2025/1/16 9:16:52 4.21
2025/1/16 9:16:52 4.08
2025/1/16 9:16:52 4.14
2025/1/16 9:16:53 4.07
2025/1/16 9:16:53 4.08
2025/1/16 9:16:53 4.14
2025/1/16 9:16:53 4.18
2025/1/16 9:16:53 4.22
2025/1/16 9:16:53 4.14
2025/1/16 9:16:53 4.20
2025/1/16 9:16:53 4.09
2025/1/16 9:16:53 4.13
2025/1/16 9:16:53 3.91
2025/1/16 9:16:53 4.12
2025/1/16 9:16:53 4.20
2025/1/16 9:16:53 4.10
2025/1/16 9:16:54 4.11
2025/1/16 9:16:54 4.12
2025/1/16 9:16:54 4.09
2025/1/16 9:16:54 4.11
2025/1/16 9:16:54 4.08
2025/1/16 9:16:54 4.07
2025/1/16 9:16:54 4.00
2025/1/16 9:16:54 4.04
2025/1/16 9:16:54 4.09
2025/1/16 9:16:54 3.98
2025/1/16 9:16:54 4.15
2025/1/16 9:16:54 4.06
2025/1/16 9:16:54 4.11
2025/1/16 9:16:54 4.03
2025/1/16 9:16:55 4.01
2025/1/16 9:16:55 4.02
2025/1/16 9:16:55 4.02
2025/1/16 9:16:55 4.11
2025/1/16 9:16:55 4.05
2025/1/16 9:16:55 4.16
2025/1/16 9:16:55 4.14
2025/1/16 9:16:55 4.05
2025/1/16 9:16:55 4.04
2025/1/16 9:16:55 4.05
2025/1/16 9:16:55 4.05
2025/1/16 9:16:55 4.03
2025/1/16 9:16:55 4.17
2025/1/16 9:16:56 4.12
2025/1/16 9:16:56 4.03
2025/1/16 9:16:56 4.16
2025/1/16 9:16:56 4.03
2025/1/16 9:16:56 4.04
2025/1/16 9:16:56 4.16
2025/1/16 9:16:56 4.02
2025/1/16 9:16:56 4.11
2025/1/16 9:16:56 4.01
2025/1/16 9:16:56 4.01
2025/1/16 9:16:56 4.09
2025/1/16 9:16:56 4.04
2025/1/16 9:16:56 4.12
2025/1/16 9:16:57 4.04
2025/1/16 9:16:57 4.09
2025/1/16 9:16:57 3.97
2025/1/16 9:16:57 3.97
2025/1/16 9:16:57 4.06
2025/1/16 9:16:57 3.93
2025/1/16 9:16:57 4.13
2025/1/16 9:16:57 4.05
2025/1/16 9:16:57 4.00
2025/1/16 9:16:57 4.13
2025/1/16 9:16:57 4.07
2025/1/16 9:16:57 4.14
2025/1/16 9:16:57 4.15
2025/1/16 9:16:57 4.07
2025/1/16 9:16:58 4.03
2025/1/16 9:16:58 4.00
2025/1/16 9:16:58 4.07
2025/1/16 9:16:58 4.04
2025/1/16 9:16:58 4.14
2025/1/16 9:16:58 4.08
2025/1/16 9:16:58 3.99
2025/1/16 9:16:58 4.09
2025/1/16 9:16:58 3.99
2025/1/16 9:16:58 4.06
2025/1/16 9:16:58 4.10
2025/1/16 9:16:58 4.05
2025/1/16 9:16:58 4.07
2025/1/16 9:16:59 4.13
2025/1/16 9:16:59 4.11
2025/1/16 9:16:59 4.19
2025/1/16 9:16:59 4.23
2025/1/16 9:16:59 4.27
2025/1/16 9:16:59 4.35
2025/1/16 9:16:59 4.26
2025/1/16 9:16:59 3.95
2025/1/16 9:16:59 3.57
2025/1/16 9:16:59 4.03
2025/1/16 9:16:59 4.19
2025/1/16 9:16:59 4.19
2025/1/16 9:16:59 4.06
2025/1/16 9:16:59 4.26
2025/1/16 9:17:0 4.19
2025/1/16 9:17:0 4.13
2025/1/16 9:17:0 4.11
2025/1/16 9:17:0 4.21
2025/1/16 9:17:0 4.11
2025/1/16 9:17:0 4.24
2025/1/16 9:17:0 4.17
2025/1/16 9:17:0 4.09
2025/1/16 9:17:0 4.24
2025/1/16 9:17:0 4.12
2025/1/16 9:17:0 4.22
2025/1/16 9:17:0 4.25
2025/1/16 9:17:0 4.11
2025/1/16 9:17:1 4.15
2025/1/16 9:17:1 4.10
2025/1/16 9:17:1 4.12
2025/1/16 9:17:1 4.14
2025/1/16 9:17:1 4.11
2025/1/16 9:17:1 4.17
2025/1/16 9:17:1 4.13
2025/1/16 9:17:1 4.18
2025/1/16 9:17:1 4.27
2025/1/16 9:17:1 4.23
2025/1/16 9:17:1 4.15
2025/1/16 9:17:1 4.13
2025/1/16 9:17:1 4.16
2025/1/16 9:17:1 4.11
2025/1/16 9:17:2 4.27
2025/1/16 9:17:2 4.17
2025/1/16 9:17:2 4.10
2025/1/16 9:17:2 4.21
2025/1/16 9:17:2 4.16
2025/1/16 9:17:2 4.27
2025/1/16 9:17:2 4.20
2025/1/16 9:17:2 4.17
2025/1/16 9:17:2 4.10
2025/1/16 9:17:2 4.13
2025/1/16 9:17:2 4.19
2025/1/16 9:17:2 4.11
2025/1/16 9:17:2 4.28
2025/1/16 9:17:3 4.19
2025/1/16 9:17:3 4.11
2025/1/16 9:17:3 4.27
2025/1/16 9:17:3 4.14
2025/1/16 9:17:3 4.18
2025/1/16 9:17:3 4.28
2025/1/16 9:17:3 4.13
2025/1/16 9:17:3 4.20
2025/1/16 9:17:3 4.13
2025/1/16 9:17:3 4.16
2025/1/16 9:17:3 4.15
2025/1/16 9:17:3 4.24
2025/1/16 9:17:3 4.25
2025/1/16 9:17:3 4.15
2025/1/16 9:17:4 4.23
2025/1/16 9:17:4 4.10
2025/1/16 9:17:4 4.16
2025/1/16 9:17:4 4.22
2025/1/16 9:17:4 4.08
2025/1/16 9:17:4 4.24
2025/1/16 9:17:4 4.15
2025/1/16 9:17:4 4.09
2025/1/16 9:17:4 4.24
2025/1/16 9:17:4 4.16
2025/1/16 9:17:4 4.24
2025/1/16 9:17:4 4.27
2025/1/16 9:17:4 4.17
2025/1/16 9:17:5 4.14
2025/1/16 9:17:5 4.09
2025/1/16 9:17:5 4.16
2025/1/16 9:17:5 4.15
2025/1/16 9:17:5 4.22
2025/1/16 9:17:5 4.19
2025/1/16 9:17:5 4.11
2025/1/16 9:17:5 4.25
2025/1/16 9:17:5 4.10
2025/1/16 9:17:5 4.21
2025/1/16 9:17:5 4.25
2025/1/16 9:17:5 4.10
2025/1/16 9:17:5 4.19
2025/1/16 9:17:5 4.11
2025/1/16 9:17:6 4.12
2025/1/16 9:17:6 4.20
2025/1/16 9:17:6 4.23
2025/1/16 9:17:6 4.25
2025/1/16 9:17:6 4.20
2025/1/16 9:17:6 4.23
2025/1/16 9:17:6 4.11
2025/1/16 9:17:6 4.12
2025/1/16 9:17:6 4.23
2025/1/16 9:17:6 4.12
2025/1/16 9:17:6 4.25
2025/1/16 9:17:6 4.16
2025/1/16 9:17:6 4.10
2025/1/16 9:17:7 4.23
2025/1/16 9:17:7 4.13
2025/1/16 9:17:7 4.11
2025/1/16 9:17:7 4.20
2025/1/16 9:17:7 4.10
2025/1/16 9:17:7 4.23
