Fecha Hora Corriente
2025/1/13 9:43:41 18.11
2025/1/13 9:43:41 17.83
2025/1/13 9:43:41 18.20
2025/1/13 9:43:41 18.25
2025/1/13 9:43:41 17.79
2025/1/13 9:43:41 18.20
2025/1/13 9:43:41 18.65
2025/1/13 9:43:42 18.53
2025/1/13 9:43:42 17.93
2025/1/13 9:43:42 17.89
2025/1/13 9:43:42 18.19
2025/1/13 9:43:42 17.87
2025/1/13 9:43:42 18.28
2025/1/13 9:43:42 18.59
2025/1/13 9:43:42 18.13
2025/1/13 9:43:42 18.27
2025/1/13 9:43:42 17.94
2025/1/13 9:43:42 18.07
2025/1/13 9:43:42 17.87
2025/1/13 9:43:42 17.97
2025/1/13 9:43:43 18.93
2025/1/13 9:43:43 18.06
2025/1/13 9:43:43 18.12
2025/1/13 9:43:43 18.95
2025/1/13 9:43:43 17.80
2025/1/13 9:43:43 17.92
2025/1/13 9:43:43 18.46
2025/1/13 9:43:43 18.20
2025/1/13 9:43:43 18.41
2025/1/13 9:43:43 18.32
2025/1/13 9:43:43 18.28
2025/1/13 9:43:43 18.24
2025/1/13 9:43:43 17.88
2025/1/13 9:43:43 18.08
2025/1/13 9:43:44 17.77
2025/1/13 9:43:44 18.29
2025/1/13 9:43:44 18.21
2025/1/13 9:43:44 18.69
2025/1/13 9:43:44 18.36
2025/1/13 9:43:44 17.37
2025/1/13 9:43:44 18.40
2025/1/13 9:43:44 17.70
2025/1/13 9:43:44 17.85
2025/1/13 9:43:44 18.46
2025/1/13 9:43:44 18.02
2025/1/13 9:43:44 18.60
2025/1/13 9:43:44 18.56
2025/1/13 9:43:45 18.07
2025/1/13 9:43:45 18.11
2025/1/13 9:43:45 18.04
2025/1/13 9:43:45 18.09
2025/1/13 9:43:45 18.05
2025/1/13 9:43:45 18.18
2025/1/13 9:43:45 18.95
2025/1/13 9:43:45 17.97
2025/1/13 9:43:45 18.02
2025/1/13 9:43:45 18.15
2025/1/13 9:43:45 17.91
2025/1/13 9:43:45 18.13
2025/1/13 9:43:45 18.09
2025/1/13 9:43:45 18.88
2025/1/13 9:43:46 18.21
2025/1/13 9:43:46 18.18
2025/1/13 9:43:46 18.90
2025/1/13 9:43:46 17.78
2025/1/13 9:43:46 17.82
2025/1/13 9:43:46 18.62
2025/1/13 9:43:46 17.85
2025/1/13 9:43:46 18.09
2025/1/13 9:43:46 18.17
2025/1/13 9:43:46 18.87
2025/1/13 9:43:46 17.90
2025/1/13 9:43:46 18.49
2025/1/13 9:43:46 18.44
2025/1/13 9:43:47 17.77
2025/1/13 9:43:47 18.60
2025/1/13 9:43:47 18.17
2025/1/13 9:43:47 18.66
2025/1/13 9:43:47 18.46
2025/1/13 9:43:47 18.16
2025/1/13 9:43:47 18.20
2025/1/13 9:43:47 18.09
2025/1/13 9:43:47 17.99
2025/1/13 9:43:47 18.63
2025/1/13 9:43:47 18.20
2025/1/13 9:43:47 18.74
2025/1/13 9:43:47 18.82
2025/1/13 9:43:47 17.87
2025/1/13 9:43:48 18.23
2025/1/13 9:43:48 18.18
2025/1/13 9:43:48 18.09
2025/1/13 9:43:48 18.22
2025/1/13 9:43:48 18.48
2025/1/13 9:43:48 18.88
2025/1/13 9:43:48 18.26
2025/1/13 9:43:48 18.02
2025/1/13 9:43:48 18.42
2025/1/13 9:43:48 17.77
2025/1/13 9:43:48 18.29
2025/1/13 9:43:48 18.30
2025/1/13 9:43:48 18.57
2025/1/13 9:43:49 18.39
2025/1/13 9:43:49 18.19
2025/1/13 9:43:49 18.98
2025/1/13 9:43:49 17.79
2025/1/13 9:43:49 17.93
2025/1/13 9:43:49 18.86
2025/1/13 9:43:49 17.83
2025/1/13 9:43:49 18.49
2025/1/13 9:43:49 18.64
2025/1/13 9:43:49 17.93
2025/1/13 9:43:49 18.60
2025/1/13 9:43:49 18.07
2025/1/13 9:43:49 18.25
2025/1/13 9:43:49 18.48
2025/1/13 9:43:50 17.87
2025/1/13 9:43:50 18.75
2025/1/13 9:43:50 17.92
2025/1/13 9:43:50 17.97
2025/1/13 9:43:50 18.87
2025/1/13 9:43:50 17.96
2025/1/13 9:43:50 18.51
2025/1/13 9:43:50 18.68
2025/1/13 9:43:50 18.00
2025/1/13 9:43:50 18.05
2025/1/13 9:43:50 17.93
2025/1/13 9:43:50 18.14
2025/1/13 9:43:50 17.99
2025/1/13 9:43:51 18.11
2025/1/13 9:43:51 18.93
2025/1/13 9:43:51 17.95
2025/1/13 9:43:51 17.86
2025/1/13 9:43:51 18.22
2025/1/13 9:43:51 18.16
2025/1/13 9:43:51 17.92
2025/1/13 9:43:51 18.71
2025/1/13 9:43:51 17.95
2025/1/13 9:43:51 17.80
2025/1/13 9:43:51 18.48
2025/1/13 9:43:51 18.16
2025/1/13 9:43:51 18.14
2025/1/13 9:43:51 17.91
2025/1/13 9:43:52 18.14
2025/1/13 9:43:52 18.09
2025/1/13 9:43:52 18.06
2025/1/13 9:43:52 18.69
2025/1/13 9:43:52 18.51
2025/1/13 9:43:52 17.72
2025/1/13 9:43:52 18.17
2025/1/13 9:43:52 18.10
2025/1/13 9:43:52 17.64
2025/1/13 9:43:52 18.01
2025/1/13 9:43:52 18.59
2025/1/13 9:43:52 18.41
2025/1/13 9:43:52 18.23
2025/1/13 9:43:53 18.21
2025/1/13 9:43:53 18.03
2025/1/13 9:43:53 17.86
2025/1/13 9:43:53 17.88
2025/1/13 9:43:53 18.44
2025/1/13 9:43:53 18.34
2025/1/13 9:43:53 18.53
2025/1/13 9:43:53 18.34
2025/1/13 9:43:53 18.57
2025/1/13 9:43:53 17.88
2025/1/13 9:43:53 18.31
2025/1/13 9:43:53 18.71
2025/1/13 9:43:53 17.92
2025/1/13 9:43:53 18.56
2025/1/13 9:43:54 18.41
2025/1/13 9:43:54 17.80
2025/1/13 9:43:54 18.47
2025/1/13 9:43:54 18.18
2025/1/13 9:43:54 18.13
2025/1/13 9:43:54 18.59
2025/1/13 9:43:54 18.14
2025/1/13 9:43:54 18.23
2025/1/13 9:43:54 17.99
2025/1/13 9:43:54 18.11
2025/1/13 9:43:54 18.60
2025/1/13 9:43:54 17.97
2025/1/13 9:43:54 18.67
2025/1/13 9:43:55 18.89
2025/1/13 9:43:55 17.81
2025/1/13 9:43:55 18.02
2025/1/13 9:43:55 18.33
2025/1/13 9:43:55 18.10
2025/1/13 9:43:55 18.17
2025/1/13 9:43:55 18.96
2025/1/13 9:43:55 18.64
2025/1/13 9:43:55 18.04
2025/1/13 9:43:55 18.77
2025/1/13 9:43:55 18.25
2025/1/13 9:43:55 17.90
2025/1/13 9:43:55 18.40
2025/1/13 9:43:55 18.42
2025/1/13 9:43:56 18.42
2025/1/13 9:43:56 18.25
2025/1/13 9:43:56 18.81
2025/1/13 9:43:56 17.96
2025/1/13 9:43:56 18.17
2025/1/13 9:43:56 18.23
2025/1/13 9:43:56 18.27
2025/1/13 9:43:56 18.12
2025/1/13 9:43:56 18.67
2025/1/13 9:43:56 18.32
2025/1/13 9:43:56 18.49
2025/1/13 9:43:56 17.84
2025/1/13 9:43:56 18.95
2025/1/13 9:43:57 18.06
2025/1/13 9:43:57 17.97
2025/1/13 9:43:57 18.81
2025/1/13 9:43:57 18.09
2025/1/13 9:43:57 18.27
2025/1/13 9:43:57 18.84
2025/1/13 9:43:57 18.33
2025/1/13 9:43:57 18.11
2025/1/13 9:43:57 18.00
2025/1/13 9:43:57 18.39
2025/1/13 9:43:57 18.17
2025/1/13 9:43:57 18.02
2025/1/13 9:43:57 19.15
2025/1/13 9:43:57 18.34
2025/1/13 9:43:58 17.93
2025/1/13 9:43:58 18.22
2025/1/13 9:43:58 18.37
2025/1/13 9:43:58 18.08
2025/1/13 9:43:58 17.96
2025/1/13 9:43:58 19.00
2025/1/13 9:43:58 18.09
2025/1/13 9:43:58 17.93
2025/1/13 9:43:58 19.04
2025/1/13 9:43:58 17.92
2025/1/13 9:43:58 17.83
2025/1/13 9:43:58 18.93
2025/1/13 9:43:58 18.10
2025/1/13 9:43:59 18.23
2025/1/13 9:43:59 17.97
2025/1/13 9:43:59 18.26
2025/1/13 9:43:59 18.13
2025/1/13 9:43:59 17.64
2025/1/13 9:43:59 18.93
2025/1/13 9:43:59 18.33
2025/1/13 9:43:59 17.70
2025/1/13 9:43:59 18.31
2025/1/13 9:43:59 18.14
2025/1/13 9:43:59 17.59
2025/1/13 9:43:59 18.26
2025/1/13 9:43:59 18.97
2025/1/13 9:44:0 18.22
2025/1/13 9:44:0 17.46
2025/1/13 9:44:0 19.22
2025/1/13 9:44:0 17.75
2025/1/13 9:44:0 17.80
2025/1/13 9:44:0 18.92
2025/1/13 9:44:0 17.97
2025/1/13 9:44:0 18.26
2025/1/13 9:44:0 18.16
2025/1/13 9:44:0 18.25
2025/1/13 9:44:0 18.11
2025/1/13 9:44:0 17.69
2025/1/13 9:44:0 18.83
2025/1/13 9:44:0 18.35
2025/1/13 9:44:1 17.88
2025/1/13 9:44:1 18.86
2025/1/13 9:44:1 18.38
2025/1/13 9:44:1 18.04
2025/1/13 9:44:1 18.48
2025/1/13 9:44:1 18.04
2025/1/13 9:44:1 17.75
2025/1/13 9:44:1 18.48
2025/1/13 9:44:1 18.42
2025/1/13 9:44:1 17.64
2025/1/13 9:44:1 17.73
2025/1/13 9:44:1 18.61
2025/1/13 9:44:1 18.56
2025/1/13 9:44:2 18.04
2025/1/13 9:44:2 18.22
2025/1/13 9:44:2 18.06
2025/1/13 9:44:2 17.71
2025/1/13 9:44:2 18.04
2025/1/13 9:44:2 18.95
2025/1/13 9:44:2 18.34
2025/1/13 9:44:2 18.03
2025/1/13 9:44:2 18.86
2025/1/13 9:44:2 17.82
2025/1/13 9:44:2 17.74
2025/1/13 9:44:2 18.38
2025/1/13 9:44:2 18.20
2025/1/13 9:44:2 18.40
2025/1/13 9:44:3 18.45
2025/1/13 9:44:3 18.37
2025/1/13 9:44:3 18.32
2025/1/13 9:44:3 17.65
2025/1/13 9:44:3 18.80
2025/1/13 9:44:3 18.43
2025/1/13 9:44:3 17.67
2025/1/13 9:44:3 18.93
2025/1/13 9:44:3 18.45
2025/1/13 9:44:3 18.08
2025/1/13 9:44:3 18.43
2025/1/13 9:44:3 18.25
2025/1/13 9:44:3 17.75
2025/1/13 9:44:3 18.06
2025/1/13 9:44:4 18.35
2025/1/13 9:44:4 18.54
2025/1/13 9:44:4 18.05
2025/1/13 9:44:4 18.45
2025/1/13 9:44:4 18.62
2025/1/13 9:44:4 17.84
2025/1/13 9:44:4 18.98
2025/1/13 9:44:4 18.57
2025/1/13 9:44:4 17.78
2025/1/13 9:44:4 18.26
2025/1/13 9:44:4 18.28
2025/1/13 9:44:4 18.09
2025/1/13 9:44:4 18.00
2025/1/13 9:44:5 19.10
2025/1/13 9:44:5 18.26
2025/1/13 9:44:5 17.94
2025/1/13 9:44:5 19.26
2025/1/13 9:44:5 17.95
2025/1/13 9:44:5 17.87
2025/1/13 9:44:5 18.91
2025/1/13 9:44:5 18.30
2025/1/13 9:44:5 18.38
2025/1/13 9:44:5 18.15
2025/1/13 9:44:5 18.44
2025/1/13 9:44:5 18.37
2025/1/13 9:44:5 17.70
2025/1/13 9:44:6 18.88
2025/1/13 9:44:6 18.61
2025/1/13 9:44:6 17.68
2025/1/13 9:44:6 18.56
2025/1/13 9:44:6 18.22
2025/1/13 9:44:6 17.89
2025/1/13 9:44:6 18.37
2025/1/13 9:44:6 18.43
2025/1/13 9:44:6 18.16
2025/1/13 9:44:6 18.57
2025/1/13 9:44:6 18.39
2025/1/13 9:44:6 18.16
2025/1/13 9:44:6 17.94
2025/1/13 9:44:6 18.13
2025/1/13 9:44:7 18.42
2025/1/13 9:44:7 17.90
2025/1/13 9:44:7 18.81
2025/1/13 9:44:7 18.71
2025/1/13 9:44:7 17.76
2025/1/13 9:44:7 17.86
2025/1/13 9:44:7 18.41
2025/1/13 9:44:7 17.71
2025/1/13 9:44:7 18.01
2025/1/13 9:44:7 18.96
2025/1/13 9:44:7 18.54
2025/1/13 9:44:7 18.17
2025/1/13 9:44:7 18.51
2025/1/13 9:44:8 18.34
2025/1/13 9:44:8 17.64
2025/1/13 9:44:8 18.58
2025/1/13 9:44:8 18.35
2025/1/13 9:44:8 18.22
2025/1/13 9:44:8 17.83
2025/1/13 9:44:8 18.32
2025/1/13 9:44:8 18.24
2025/1/13 9:44:8 17.73
2025/1/13 9:44:8 18.73
2025/1/13 9:44:8 18.71
2025/1/13 9:44:8 17.74
2025/1/13 9:44:8 18.07
2025/1/13 9:44:8 18.38
2025/1/13 9:44:9 17.62
2025/1/13 9:44:9 18.03
2025/1/13 9:44:9 18.81
2025/1/13 9:44:9 17.84
2025/1/13 9:44:9 18.12
2025/1/13 9:44:9 18.12
2025/1/13 9:44:9 18.42
2025/1/13 9:44:9 18.09
2025/1/13 9:44:9 17.81
2025/1/13 9:44:9 18.97
2025/1/13 9:44:9 18.35
2025/1/13 9:44:9 17.73
2025/1/13 9:44:9 19.03
2025/1/13 9:44:10 17.69
2025/1/13 9:44:10 18.16
2025/1/13 9:44:10 18.29
2025/1/13 9:44:10 18.30
2025/1/13 9:44:10 17.66
2025/1/13 9:44:10 18.37
2025/1/13 9:44:10 17.79
2025/1/13 9:44:10 17.88
2025/1/13 9:44:10 18.04
2025/1/13 9:44:10 18.16
2025/1/13 9:44:10 17.93
2025/1/13 9:44:10 17.71
2025/1/13 9:44:10 18.43
2025/1/13 9:44:10 17.68
2025/1/13 9:44:11 17.91
2025/1/13 9:44:11 18.35
2025/1/13 9:44:11 18.12
2025/1/13 9:44:11 17.70
2025/1/13 9:44:11 18.72
2025/1/13 9:44:11 18.30
2025/1/13 9:44:11 17.98
2025/1/13 9:44:11 17.91
2025/1/13 9:44:11 18.32
2025/1/13 9:44:11 17.98
2025/1/13 9:44:11 17.77
2025/1/13 9:44:11 18.97
2025/1/13 9:44:11 18.11
2025/1/13 9:44:12 17.39
2025/1/13 9:44:12 19.02
2025/1/13 9:44:12 18.01
2025/1/13 9:44:12 18.32
2025/1/13 9:44:12 18.68
2025/1/13 9:44:12 18.32
2025/1/13 9:44:12 18.75
2025/1/13 9:44:12 18.22
2025/1/13 9:44:12 18.55
2025/1/13 9:44:12 18.57
2025/1/13 9:44:12 17.77
2025/1/13 9:44:12 18.66
2025/1/13 9:44:12 18.69
2025/1/13 9:44:13 17.90
2025/1/13 9:44:13 18.38
2025/1/13 9:44:13 18.07
2025/1/13 9:44:13 17.96
2025/1/13 9:44:13 17.89
2025/1/13 9:44:13 18.86
2025/1/13 9:44:13 18.49
2025/1/13 9:44:13 17.93
2025/1/13 9:44:13 18.91
2025/1/13 9:44:13 17.75
2025/1/13 9:44:13 17.78
2025/1/13 9:44:13 18.59
2025/1/13 9:44:13 17.68
2025/1/13 9:44:13 18.46
2025/1/13 9:44:14 18.44
2025/1/13 9:44:14 18.40
2025/1/13 9:44:14 18.65
2025/1/13 9:44:14 17.71
2025/1/13 9:44:14 18.48
2025/1/13 9:44:14 18.60
2025/1/13 9:44:14 17.66
2025/1/13 9:44:14 18.62
2025/1/13 9:44:14 17.85
2025/1/13 9:44:14 17.87
2025/1/13 9:44:14 18.24
2025/1/13 9:44:14 18.66
2025/1/13 9:44:14 18.58
2025/1/13 9:44:15 18.17
2025/1/13 9:44:15 18.50
2025/1/13 9:44:15 17.85
2025/1/13 9:44:15 17.70
2025/1/13 9:44:15 18.00
2025/1/13 9:44:15 18.03
2025/1/13 9:44:15 18.51
2025/1/13 9:44:15 18.66
2025/1/13 9:44:15 18.29
2025/1/13 9:44:15 18.62
2025/1/13 9:44:15 17.81
2025/1/13 9:44:15 18.23
2025/1/13 9:44:15 18.29
2025/1/13 9:44:15 17.67
2025/1/13 9:44:16 18.80
2025/1/13 9:44:16 18.10
2025/1/13 9:44:16 17.91
2025/1/13 9:44:16 18.66
2025/1/13 9:44:16 18.02
2025/1/13 9:44:16 17.82
2025/1/13 9:44:16 18.26
2025/1/13 9:44:16 18.11
2025/1/13 9:44:16 18.31
2025/1/13 9:44:16 17.92
2025/1/13 9:44:16 18.35
2025/1/13 9:44:16 18.35
2025/1/13 9:44:16 17.60
2025/1/13 9:44:17 18.24
2025/1/13 9:44:17 18.55
2025/1/13 9:44:17 17.78
2025/1/13 9:44:17 17.58
2025/1/13 9:44:17 17.10
2025/1/13 9:44:17 17.47
2025/1/13 9:44:17 16.35
2025/1/13 9:44:17 16.16
2025/1/13 9:44:17 15.73
2025/1/13 9:44:17 15.69
2025/1/13 9:44:17 15.96
2025/1/13 9:44:17 15.95
2025/1/13 9:44:17 15.83
2025/1/13 9:44:17 15.70
2025/1/13 9:44:18 16.27
2025/1/13 9:44:18 15.68
2025/1/13 9:44:18 16.23
2025/1/13 9:44:18 16.54
2025/1/13 9:44:18 15.49
2025/1/13 9:44:18 15.84
2025/1/13 9:44:18 15.87
2025/1/13 9:44:18 15.52
2025/1/13 9:44:18 15.95
2025/1/13 9:44:18 16.09
2025/1/13 9:44:18 16.41
2025/1/13 9:44:18 16.04
2025/1/13 9:44:18 15.82
2025/1/13 9:44:19 15.87
2025/1/13 9:44:19 15.53
2025/1/13 9:44:19 15.49
2025/1/13 9:44:19 15.83
2025/1/13 9:44:19 15.91
2025/1/13 9:44:19 15.72
2025/1/13 9:44:19 15.69
2025/1/13 9:44:19 16.09
2025/1/13 9:44:19 15.40
2025/1/13 9:44:19 15.67
2025/1/13 9:44:19 16.17
2025/1/13 9:44:19 15.27
2025/1/13 9:44:19 15.51
2025/1/13 9:44:19 15.69
2025/1/13 9:44:20 15.25
2025/1/13 9:44:20 15.59
2025/1/13 9:44:20 15.86
2025/1/13 9:44:20 16.25
2025/1/13 9:44:20 15.85
2025/1/13 9:44:20 15.70
2025/1/13 9:44:20 15.74
2025/1/13 9:44:20 15.55
2025/1/13 9:44:20 15.53
2025/1/13 9:44:20 15.95
2025/1/13 9:44:20 15.63
2025/1/13 9:44:20 15.43
2025/1/13 9:44:20 15.95
2025/1/13 9:44:21 16.15
2025/1/13 9:44:21 15.90
2025/1/13 9:44:21 16.07
2025/1/13 9:44:21 15.95
2025/1/13 9:44:21 15.51
2025/1/13 9:44:21 15.30
2025/1/13 9:44:21 16.07
2025/1/13 9:44:21 15.83
2025/1/13 9:44:21 16.08
2025/1/13 9:44:21 16.21
2025/1/13 9:44:21 15.77
2025/1/13 9:44:21 15.59
2025/1/13 9:44:21 15.61
2025/1/13 9:44:21 15.91
2025/1/13 9:44:22 15.68
2025/1/13 9:44:22 16.19
2025/1/13 9:44:22 16.19
2025/1/13 9:44:22 15.67
2025/1/13 9:44:22 15.83
2025/1/13 9:44:22 15.84
2025/1/13 9:44:22 15.86
2025/1/13 9:44:22 15.40
2025/1/13 9:44:22 16.32
2025/1/13 9:44:22 15.59
2025/1/13 9:44:22 15.82
2025/1/13 9:44:22 16.26
2025/1/13 9:44:22 15.92
2025/1/13 9:44:23 15.96
2025/1/13 9:44:23 15.68
2025/1/13 9:44:23 15.94
2025/1/13 9:44:23 15.97
2025/1/13 9:44:23 15.53
2025/1/13 9:44:23 16.38
2025/1/13 9:44:23 15.99
2025/1/13 9:44:23 15.50
2025/1/13 9:44:23 15.93
2025/1/13 9:44:23 15.96
2025/1/13 9:44:23 15.57
2025/1/13 9:44:23 15.81
2025/1/13 9:44:23 16.07
2025/1/13 9:44:23 15.83
2025/1/13 9:44:24 15.65
2025/1/13 9:44:24 16.27
2025/1/13 9:44:24 15.66
2025/1/13 9:44:24 15.43
2025/1/13 9:44:24 15.82
2025/1/13 9:44:24 16.00
2025/1/13 9:44:24 16.04
2025/1/13 9:44:24 16.05
2025/1/13 9:44:24 16.32
2025/1/13 9:44:24 16.37
2025/1/13 9:44:24 15.91
2025/1/13 9:44:24 16.39
2025/1/13 9:44:24 16.49
2025/1/13 9:44:24 16.09
2025/1/13 9:44:25 16.96
2025/1/13 9:44:25 16.72
2025/1/13 9:44:25 16.23
2025/1/13 9:44:25 17.15
2025/1/13 9:44:25 16.54
2025/1/13 9:44:25 16.47
2025/1/13 9:44:25 16.91
2025/1/13 9:44:25 16.65
2025/1/13 9:44:25 16.05
2025/1/13 9:44:25 16.19
2025/1/13 9:44:25 17.03
2025/1/13 9:44:25 16.06
2025/1/13 9:44:25 16.37
2025/1/13 9:44:26 16.17
2025/1/13 9:44:26 16.27
2025/1/13 9:44:26 16.35
2025/1/13 9:44:26 16.08
2025/1/13 9:44:26 17.07
2025/1/13 9:44:26 16.52
2025/1/13 9:44:26 16.30
2025/1/13 9:44:26 16.92
2025/1/13 9:44:26 16.72
2025/1/13 9:44:26 16.30
2025/1/13 9:44:26 16.80
2025/1/13 9:44:26 16.79
2025/1/13 9:44:26 16.75
2025/1/13 9:44:26 16.68
2025/1/13 9:44:27 16.60
2025/1/13 9:44:27 16.53
2025/1/13 9:44:27 16.17
2025/1/13 9:44:27 16.80
2025/1/13 9:44:27 16.45
2025/1/13 9:44:27 16.60
2025/1/13 9:44:27 16.74
2025/1/13 9:44:27 16.71
2025/1/13 9:44:27 16.64
2025/1/13 9:44:27 16.35
2025/1/13 9:44:27 16.53
2025/1/13 9:44:27 16.75
2025/1/13 9:44:27 16.23
2025/1/13 9:44:28 17.33
2025/1/13 9:44:28 16.77
2025/1/13 9:44:28 16.33
2025/1/13 9:44:28 17.40
2025/1/13 9:44:28 16.61
2025/1/13 9:44:28 16.60
2025/1/13 9:44:28 17.19
2025/1/13 9:44:28 16.78
2025/1/13 9:44:28 16.84
2025/1/13 9:44:28 16.63
2025/1/13 9:44:28 16.67
2025/1/13 9:44:28 17.04
2025/1/13 9:44:28 16.68
2025/1/13 9:44:28 17.70
2025/1/13 9:44:29 17.09
2025/1/13 9:44:29 16.73
2025/1/13 9:44:29 16.76
2025/1/13 9:44:29 16.84
2025/1/13 9:44:29 16.74
2025/1/13 9:44:29 16.83
2025/1/13 9:44:29 17.69
2025/1/13 9:44:29 16.96
2025/1/13 9:44:29 16.73
2025/1/13 9:44:29 17.12
2025/1/13 9:44:29 16.86
2025/1/13 9:44:29 16.55
2025/1/13 9:44:29 16.92
2025/1/13 9:44:30 17.06
2025/1/13 9:44:30 17.04
2025/1/13 9:44:30 17.05
2025/1/13 9:44:30 17.05
2025/1/13 9:44:30 16.67
2025/1/13 9:44:30 16.23
2025/1/13 9:44:30 16.36
2025/1/13 9:44:30 16.01
2025/1/13 9:44:30 16.10
2025/1/13 9:44:30 15.77
2025/1/13 9:44:30 15.93
2025/1/13 9:44:30 15.98
2025/1/13 9:44:30 15.62
2025/1/13 9:44:30 16.40
2025/1/13 9:44:31 16.03
2025/1/13 9:44:31 15.44
2025/1/13 9:44:31 16.57
2025/1/13 9:44:31 15.66
2025/1/13 9:44:31 15.89
2025/1/13 9:44:31 16.51
2025/1/13 9:44:31 15.89
2025/1/13 9:44:31 16.15
2025/1/13 9:44:31 15.62
2025/1/13 9:44:31 15.85
2025/1/13 9:44:31 15.88
2025/1/13 9:44:31 15.53
2025/1/13 9:44:31 16.44
2025/1/13 9:44:32 15.97
2025/1/13 9:44:32 15.72
2025/1/13 9:44:32 15.85
2025/1/13 9:44:32 15.72
2025/1/13 9:44:32 15.74
2025/1/13 9:44:32 15.46
2025/1/13 9:44:32 16.55
2025/1/13 9:44:32 16.03
2025/1/13 9:44:32 15.60
2025/1/13 9:44:32 16.60
2025/1/13 9:44:32 15.71
2025/1/13 9:44:32 15.64
2025/1/13 9:44:32 16.29
2025/1/13 9:44:32 15.93
2025/1/13 9:44:33 16.06
2025/1/13 9:44:33 16.09
2025/1/13 9:44:33 16.38
2025/1/13 9:44:33 15.68
2025/1/13 9:44:33 15.96
2025/1/13 9:44:33 16.07
2025/1/13 9:44:33 15.76
2025/1/13 9:44:33 15.86
2025/1/13 9:44:33 16.42
2025/1/13 9:44:33 16.00
2025/1/13 9:44:33 15.88
2025/1/13 9:44:33 16.11
2025/1/13 9:44:33 15.77
2025/1/13 9:44:34 15.78
2025/1/13 9:44:34 15.68
2025/1/13 9:44:34 16.01
2025/1/13 9:44:34 15.93
2025/1/13 9:44:34 15.92
2025/1/13 9:44:34 16.24
2025/1/13 9:44:34 15.82
2025/1/13 9:44:34 15.61
2025/1/13 9:44:34 15.81
2025/1/13 9:44:34 15.74
2025/1/13 9:44:34 15.94
2025/1/13 9:44:34 16.25
2025/1/13 9:44:34 16.26
2025/1/13 9:44:35 16.06
2025/1/13 9:44:35 16.09
2025/1/13 9:44:35 16.27
2025/1/13 9:44:35 16.24
2025/1/13 9:44:35 15.88
2025/1/13 9:44:35 16.43
2025/1/13 9:44:35 15.74
2025/1/13 9:44:35 15.69
2025/1/13 9:44:35 16.19
2025/1/13 9:44:35 15.84
2025/1/13 9:44:35 16.30
2025/1/13 9:44:35 15.98
2025/1/13 9:44:35 15.88
2025/1/13 9:44:35 16.22
2025/1/13 9:44:36 15.45
2025/1/13 9:44:36 16.05
2025/1/13 9:44:36 16.36
2025/1/13 9:44:36 15.46
2025/1/13 9:44:36 16.18
2025/1/13 9:44:36 15.79
2025/1/13 9:44:36 15.71
2025/1/13 9:44:36 16.02
2025/1/13 9:44:36 15.93
2025/1/13 9:44:36 15.61
2025/1/13 9:44:36 15.77
2025/1/13 9:44:36 16.05
2025/1/13 9:44:36 16.45
2025/1/13 9:44:37 16.08
2025/1/13 9:44:37 16.13
2025/1/13 9:44:37 16.45
2025/1/13 9:44:37 15.66
2025/1/13 9:44:37 16.09
2025/1/13 9:44:37 16.44
2025/1/13 9:44:37 15.85
2025/1/13 9:44:37 16.19
2025/1/13 9:44:37 16.18
2025/1/13 9:44:37 15.88
2025/1/13 9:44:37 16.06
2025/1/13 9:44:37 16.04
2025/1/13 9:44:37 15.98
2025/1/13 9:44:37 15.94
2025/1/13 9:44:38 15.81
2025/1/13 9:44:38 15.99
2025/1/13 9:44:38 15.82
2025/1/13 9:44:38 15.78
2025/1/13 9:44:38 15.93
2025/1/13 9:44:38 16.20
2025/1/13 9:44:38 15.97
2025/1/13 9:44:38 16.22
2025/1/13 9:44:38 16.00
2025/1/13 9:44:38 15.69
2025/1/13 9:44:38 15.89
2025/1/13 9:44:38 15.85
2025/1/13 9:44:38 16.37
2025/1/13 9:44:39 15.89
2025/1/13 9:44:39 16.10
2025/1/13 9:44:39 16.42
2025/1/13 9:44:39 15.77
2025/1/13 9:44:39 16.41
2025/1/13 9:44:39 16.06
2025/1/13 9:44:39 15.72
2025/1/13 9:44:39 16.51
2025/1/13 9:44:39 15.84
2025/1/13 9:44:39 16.23
2025/1/13 9:44:39 16.40
2025/1/13 9:44:39 15.90
2025/1/13 9:44:39 16.24
2025/1/13 9:44:40 15.99
2025/1/13 9:44:40 15.96
2025/1/13 9:44:40 16.26
2025/1/13 9:44:40 15.58
2025/1/13 9:44:40 16.27
2025/1/13 9:44:40 16.46
2025/1/13 9:44:40 15.61
2025/1/13 9:44:40 16.30
2025/1/13 9:44:40 15.85
2025/1/13 9:44:40 15.76
2025/1/13 9:44:40 16.43
2025/1/13 9:44:40 16.27
2025/1/13 9:44:40 16.10
2025/1/13 9:44:40 15.82
2025/1/13 9:44:41 16.18
2025/1/13 9:44:41 15.88
2025/1/13 9:44:41 16.18
2025/1/13 9:44:41 16.63
2025/1/13 9:44:41 16.35
2025/1/13 9:44:41 15.93
2025/1/13 9:44:41 16.00
2025/1/13 9:44:41 16.04
2025/1/13 9:44:41 16.20
2025/1/13 9:44:41 15.81
2025/1/13 9:44:41 16.78
2025/1/13 9:44:41 16.33
2025/1/13 9:44:41 15.81
2025/1/13 9:44:41 16.71
2025/1/13 9:44:42 15.80
2025/1/13 9:44:42 15.78
2025/1/13 9:44:42 16.30
2025/1/13 9:44:42 15.97
2025/1/13 9:44:42 16.11
2025/1/13 9:44:42 15.99
